ef,sku,nombre_antes,nombre_despues,forma,frase_quitada,flag
E.F.41.808,ME41808/2,CRISOMET 50 mg - 500 mg TABLETAS RECUBIERTAS X 10 recubierta,CRISOMET 50 mg - 500 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.41.808,ME41808/3,CRISOMET 50 mg - 500 mg TABLETAS RECUBIERTAS X 30 recubierta,CRISOMET 50 mg - 500 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.37.867,ME37867,CRISPLUS 120 mg CAPSULAS X 30 capsulas,CRISPLUS 120 mg X 30 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.35.933,ME35933/2,"CURPINOL 6,25 mg COMPRIMIDOS X 10 comprimidos","CURPINOL 6,25 mg X 10 COMPRIMIDOS",COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.35.933,ME35933/3,"CURPINOL 6,25 mg COMPRIMIDOS X 30 comprimidos","CURPINOL 6,25 mg X 30 COMPRIMIDOS",COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.27.157,ME27157/2,CYPRAL 500 mg TABLETAS RECUBIERTAS X 14 tabletas,CYPRAL 500 mg X 14 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.27.157,ME27157/3,CYPRAL 500 mg TABLETAS RECUBIERTAS X 20 recubierta,CYPRAL 500 mg X 20 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.27.452,ME27452,CYPRAL 750 mg TABLETAS RECUBIERTAS X 6 tabletas,CYPRAL 750 mg X 6 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.24.979,ME24979,DALPAS 5 mg TABLETAS X 30 tabletas,DALPAS 5 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.30.715,ME30715/2,DALTAZEN 60 mg COMPRIMIDOS X 10 comprimidos,DALTAZEN 60 mg X 10 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.30.715,ME30715/3,DALTAZEN 60 mg COMPRIMIDOS X 20 comprimidos,DALTAZEN 60 mg X 20 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.30.715,ME30715/4,DALTAZEN 60 mg COMPRIMIDOS X 30 tabletas,DALTAZEN 60 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.13.931,HO13931,DECALONA 4 mg / mL SOLUCION INYECTABLE X 1 solucion inyectable,DECALONA 4 mg / mL X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.21.267,ME21267/2,"DECOBEL 0,5 mg TABLETAS X 10 comprimidos","DECOBEL 0,5 mg X 10 TABLETAS",TABLETAS,TABLETAS,limpio
E.F.21.267,ME21267/3,"DECOBEL 0,5 mg TABLETAS X 30 tabletas","DECOBEL 0,5 mg X 30 TABLETAS",TABLETAS,TABLETAS,limpio
E.F.42.577,ME42577,DEFLARIN 6 mg COMPRIMIDOS X 10 comprimidos,DEFLARIN 6 mg X 10 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.37.306,ME37306/2,DEFLAZACORT 30 mg TABLETAS X 10 tabletas,DEFLAZACORT 30 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.37.306,ME37306/3,DEFLAZACORT 30 mg TABLETAS X 30 tabletas,DEFLAZACORT 30 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.37.255,ME37255,DEFLAZACORT 6 mg TABLETAS X 10 tabletas,DEFLAZACORT 6 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.32.194,ME32194/2,DEFLAZACORT 6 mg COMPRIMIDOS X 10 tabletas,DEFLAZACORT 6 mg X 10 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.32.194,ME32194/3,DEFLAZACORT 6 mg COMPRIMIDOS X 30 tabletas,DEFLAZACORT 6 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.38.371,ME38371,DENUAL 150 mg COMPRIMIDOS RECUBIERTOS X 1 comprimidos,DENUAL 150 mg X 1 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.43.769,ME43769,DEPOFEM 150mgmL SUSPENSIÓN INYECTABLE X 1 inyectable,DEPOFEM 150mgmL X 1 AMPOLLAS,INYECTABLE,SUSPENSIÓN INYECTABLE,limpio
E.F.41.984,ME41984,DEROVIT 1000 UI CAPSULAS BLANDAS X 30 blanda,DEROVIT 1000 UI X 30 CAPSULAS BLANDAS,CAPSULAS,CAPSULAS BLANDAS,limpio
E.F.44.408,HO44408,DESKEFLAS 50 mg / 2 mL SOLUCION INYECTABLE X 3 inyectable,DESKEFLAS 50 mg / 2 mL X 3 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.44.407,ME44407,DESKEFLAS 25 mg TABLETAS RECUBIERTAS X 10 tabletas,DESKEFLAS 25 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.36.632,ME36632,DESLER 5 mg TABLETAS RECUBIERTAS X 10 tabletas,DESLER 5 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.34.405,ME34405/2,DESLORAT 5 mg TABLETAS RECUBIERTAS X 10 tabletas,DESLORAT 5 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.34.405,ME34405/3,DESLORAT 5 mg TABLETAS RECUBIERTAS X 20 tabletas,DESLORAT 5 mg X 20 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.36.268,ME36268,DESLORATADINA 2.5mg/5ml JARABE X 10 recubierta,DESLORATADINA 2.5mg/5ml X 10 JARABE,JARABE,JARABE,limpio
E.F.G.37.996,ME37996,DESLORATADINA 5 mg TABLETAS RECUBIERTAS X 10 tabletas,DESLORATADINA 5 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.35.486,ME35486,DESLORATADINA 5 mg COMPRIMIDOS RECUBIERTOS X 10 tabletas,DESLORATADINA 5 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.43.543,ME43543,MONTELUKAST  - DESLORATADINA 10 mg - 5 mg TABLETAS RECUBIERTAS X 10 recubierta,MONTELUKAST - DESLORATADINA 10 mg - 5 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.44.013,ME44013,DESTREL 75 mcg COMPRIMIDOS RECUBIERTOS X 28 comprimidos,DESTREL 75 mcg X 28 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.42.492,ME42492/2,DEXAMETASONA 4 mg COMPRIMIDOS X 10 comprimidos,DEXAMETASONA 4 mg X 10 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.42.492,ME42492/3,DEXAMETASONA 4 mg COMPRIMIDOS X 100 tabletas,DEXAMETASONA 4 mg X 100 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.43.012,HO43012,DEXAMETASONA FOSFATO 8 mg / 2 mL SOLUCION INYECTABLE X 1 inyectable,DEXAMETASONA FOSFATO 8 mg / 2 mL X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.G.42.601,HO42601,DEXAMETASONA 8 mg / 2 mL SOLUCION INYECTABLE X 10 inyectable,DEXAMETASONA 8 mg / 2 mL X 10 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.G.26.356,ME26356,"DEXAMETASONA 0,5 mg TABLETAS X 30 tabletas","DEXAMETASONA 0,5 mg X 30 TABLETAS",TABLETAS,TABLETAS,limpio
E.F.G.44.066,ME44066,DEXKETOPROFENO 25 mg / 10 mL SOLUCION ORAL X 20 sobre,DEXKETOPROFENO 25 mg / 10 mL X 20 SOLUCION ORAL,SOLUCION ORAL,SOLUCION ORAL,limpio
E.F.42.573,ME42573,"DEXTAMIN 0,5 mg / mL SOLUCION ORAL X 10 recubierta","DEXTAMIN 0,5 mg / mL X 10 SOLUCION ORAL",SOLUCION ORAL,SOLUCION ORAL,limpio
E.F.10.432,ME10432,DI-EUDRIN 50 mg TABLETAS X 30 tabletas,DI-EUDRIN 50 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.43.584,ME43584,DIACEREINA 50 mg CAPSULAS X 10 capsulas,DIACEREINA 50 mg X 10 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.38.358,ME38358,DIAFORMINA 1000 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta,DIAFORMINA 1000 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.30.872,ME30872,DIAFORMINA 500 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta,DIAFORMINA 500 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.33.474,HO33474/2,DIAGESIC 75 mg / 3 mL SOLUCION INYECTABLE X 1 solucion inyectable,DIAGESIC 75 mg / 3 mL X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.33.474,HO33474/3,DIAGESIC 75 mg / 3 mL SOLUCION INYECTABLE X 2 inyectable,DIAGESIC 75 mg / 3 mL X 2 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.24.715,ME24715,DIANE 35 mcg - 2 mg GRAGEAS X 21 grajeas,DIANE 35 mcg - 2 mg X 21 GRAGEAS,GRAGEAS,GRAGEAS,limpio
E.F.25.910,ME25910,DIARONA 200 mg TABLETAS X 10 tabletas,DIARONA 200 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.44.533,ME44533,Dicarvex 25mg Tabletas  X 30 tabletas,Dicarvex 25mg X 30 Tabletas,TABLETAS,Tabletas,limpio
E.F.36.464,ME36464,DICLODEX 50 mg TABLETAS RECUBIERTAS X 20 tabletas,DICLODEX 50 mg X 20 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.35.435,MI35435/2,DICLOFENAC POT X 6 pediatrica,DICLOFENAC POT X 6 UNIDADES,,,sin_coincidencia
E.F.G.35.435,MI35435/3,DICLOFENAC POT X 10 recubierta,DICLOFENAC POT X 10 UNIDADES,,,sin_coincidencia
E.F.G.35.435,MI35435/4,DICLOFENAC POT X 30 recubierta,DICLOFENAC POT X 30 UNIDADES,,,sin_coincidencia
E.F.G.36.803,HO36803/2,DICLOFENACO SODICO 75mg/3ml SOLUCION INYECTABLE X 1 solucion inyectable,DICLOFENACO SODICO 75mg/3ml X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.G.36.803,HO36803/3,DICLOFENACO SODICO 75mg/3ml SOLUCION INYECTABLE X 10 solucion inyectable,DICLOFENACO SODICO 75mg/3ml X 10 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.G.43.045,ME43045/2,DICLOFENACO POTASICO 50 mg TABLETAS RECUBIERTAS X 10 comprimidos,DICLOFENACO POTASICO 50 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.43.045,ME43045/4,DICLOFENACO POTASICO 50 mg TABLETAS RECUBIERTAS X 30 comprimidos,DICLOFENACO POTASICO 50 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.43.045,ME43045/3,DICLOFENACO POTASICO 50 mg TABLETAS RECUBIERTAS X 20 tabletas,DICLOFENACO POTASICO 50 mg X 20 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.28.851,ME28851,DICLOFENAC SODICO 50 mg TABLETAS CON RECUBRIMIENTO ENTERICO X 20 tabletas,DICLOFENAC SODICO 50 mg X 20 TABLETAS CON RECUBRIMIENTO ENTERICO,TABLETAS,TABLETAS CON RECUBRIMIENTO ENTERICO,limpio
E.F.G.43.099,ME43099,DICLOFENACO POTASICO 50 mg TABLETAS CON RECUBRIMIENTO ENTERICO X 20 tabletas,DICLOFENACO POTASICO 50 mg X 20 TABLETAS CON RECUBRIMIENTO ENTERICO,TABLETAS,TABLETAS CON RECUBRIMIENTO ENTERICO,limpio
E.F.39.086,ME39086,DIECAPS 120 mg CAPSULAS X 30 capsulas,DIECAPS 120 mg X 30 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.40.899,ME40899,DIECAPS 60 mg CAPSULAS X 30 capsulas,DIECAPS 60 mg X 30 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.29.117,ME29117/2,DIFEN TABLETAS RECUBIERTAS X 10 tabletas,DIFEN X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.29.117,ME29117/3,DIFEN TABLETAS RECUBIERTAS X 20 tabletas,DIFEN X 20 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.41.496,ME41496,DIGLET 1000 U.I. COMPRIMIDOS ORODISPERSABLES X 30 comprimidos,DIGLET 1000 U.I. X 30 COMPRIMIDOS ORODISPERSABLES,COMPRIMIDOS,COMPRIMIDOS ORODISPERSABLES,limpio
E.F.42.648,ME42648,DIGLET 5000 U.I. COMPRIMIDOS RECUBIERTOS X 10 recubierta,DIGLET 5000 U.I. X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.32.831,ME32831,DIKLASON 100 mg COMPRIMIDOS DE ACCION PROLONGADA X 20 comprimidos,DIKLASON 100 mg X 20 COMPRIMIDOS DE ACCION PROLONGADA,COMPRIMIDOS,COMPRIMIDOS DE ACCION PROLONGADA,limpio
E.F.43.230,ME43230,DIKLASON BI 150 mg COMPRIMIDOS DE LIBERACION CONTROLADA X 10 comprimidos,DIKLASON BI 150 mg X 10 COMPRIMIDOS DE LIBERACION CONTROLADA,COMPRIMIDOS,COMPRIMIDOS DE LIBERACION CONTROLADA,limpio
E.F.27.240,ME27240,DILOTEX 5 mg COMPRIMIDOS X 30 comprimidos,DILOTEX 5 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.27.234,ME27234,DILOTEX 10 mg COMPRIMIDOS X 10 comprimidos,DILOTEX 10 mg X 10 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.42.159,ME42159,DILUXEN 60 mg TABLETAS X 20 tabletas,DILUXEN 60 mg X 20 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.43.969,ME43969/4,DIOSMINA 600 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta,DIOSMINA 600 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.43.969,ME43969/2,DIOSMINA 600 mg COMPRIMIDOS RECUBIERTOS X 10 tabletas,DIOSMINA 600 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.43.969,ME43969/3,DIOSMINA 600 mg COMPRIMIDOS RECUBIERTOS X 15 recubierta,DIOSMINA 600 mg X 15 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.38.177,ME38177/3,DIOSMINA 600 mg TABLETAS RECUBIERTAS X 28 tabletas,DIOSMINA 600 mg X 28 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.38.177,ME38177/2,DIOSMINA 600 mg TABLETAS RECUBIERTAS X 14 tabletas,DIOSMINA 600 mg X 14 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.38.177,ME38177/4,DIOSMINA 600 mg TABLETAS RECUBIERTAS X 30 tabletas,DIOSMINA 600 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.36.420,ME36420,DIOSMINA - HESPERIDINA 450 mg - 50 mg TABLETAS RECUBIERTAS X 30 recubierta,DIOSMINA - HESPERIDINA 450 mg - 50 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.30.051,HO30051,DIPIDOL 500 mg / mL SOLUCION INYECTABLE X 3 inyectable,DIPIDOL 500 mg / mL X 3 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.42.021,ME42021,DIPLOZ 1 mg TABLETAS RECUBIERTAS X 30 tabletas,DIPLOZ 1 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.37.926,ME37926,PENTASA 500 mg COMPRIMIDOS DE LIBERACION PROLONGADA X 30 tabletas,PENTASA 500 mg X 30 COMPRIMIDOS DE LIBERACION PROLONGADA,COMPRIMIDOS,COMPRIMIDOS DE LIBERACION PROLONGADA,limpio
E.F.40.299,ME40299/3,DOBRACID 300 mg COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA X 30 comprimidos,DOBRACID 300 mg X 30 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,limpio
E.F.40.299,ME40299/2,DOBRACID 300 mg COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA X 10 comprimidos,DOBRACID 300 mg X 10 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,limpio
E.F.G.42.487,HO42487,DOBUTAMINA 250 mg / 5 mL SOLUCION INYECTABLE X 5 solucion inyectable,DOBUTAMINA 250 mg / 5 mL X 5 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.26.655,ME26655/3,DOL TABLETAS RECUBIERTAS X 10 tabletas,DOL X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.26.655,ME26655/4,DOL TABLETAS RECUBIERTAS X 20 tabletas,DOL X 20 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.26.655,ME26655/2,DOL TABLETAS RECUBIERTAS X 4 tabletas,DOL X 4 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.27.426,ME27426/3,DOLAK 10 mg COMPRIMIDOS X 20 comprimidos,DOLAK 10 mg X 20 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.27.426,ME27426/2,DOLAK 10 mg COMPRIMIDOS X 10 comprimidos,DOLAK 10 mg X 10 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.27.438,ME27438,DOLAK 20 mg COMPRIMIDOS RECUBIERTOS X 10 comprimidos,DOLAK 20 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.32.091,ME32091,DOLKIDS 160 mg TABLETAS MASTICABLES X 20 tabletas,DOLKIDS 160 mg X 20 TABLETAS MASTICABLES,TABLETAS,TABLETAS MASTICABLES,limpio
E.F.42.184,ME42184,DOLNIX 150 mg CAPSULAS X 20 capsulas,DOLNIX 150 mg X 20 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.G.44.581,ME44581/2,Domperidona 10mg Tabletas X 10 tabletas,Domperidona 10mg X 10 Tabletas,TABLETAS,Tabletas,limpio
E.F.G.44.581,ME44581/3,Domperidona 10mg Tabletas X 15 tabletas,Domperidona 10mg X 15 Tabletas,TABLETAS,Tabletas,limpio
E.F.G.44.581,ME44581/4,Domperidona 10mg Tabletas X 30 tabletas,Domperidona 10mg X 30 Tabletas,TABLETAS,Tabletas,limpio
E.F.36.325,ME36325,DOMPESIN 10 mg COMPRIMIDOS X 30 comprimidos,DOMPESIN 10 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.44.460,ME44460/3,DONEPEZILO CLORHIDRATO 10 mg CÁPSULAS X 56 recubierta,DONEPEZILO CLORHIDRATO 10 mg X 56 CÁPSULAS,CAPSULAS,CÁPSULAS,limpio
E.F.44.460,ME44460/2,DONEPEZILO CLORHIDRATO 10 mg CÁPSULAS X 10 tabletas,DONEPEZILO CLORHIDRATO 10 mg X 10 CÁPSULAS,CAPSULAS,CÁPSULAS,limpio
E.F.32.119,ME32119/4,DORIXINA FLEX 125 mg - 5 mg COMPRIMIDOS RECUBIERTOS X 20 recubierta,DORIXINA FLEX 125 mg - 5 mg X 20 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.32.119,ME32119/2,DORIXINA FLEX 125 mg - 5 mg COMPRIMIDOS RECUBIERTOS X 5 recubierta,DORIXINA FLEX 125 mg - 5 mg X 5 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.32.119,ME32119/3,DORIXINA FLEX 125 mg - 5 mg COMPRIMIDOS RECUBIERTOS X 10 comprimidos,DORIXINA FLEX 125 mg - 5 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.43.060,ME43060,DOXICICLINA 100 mg CAPSULAS X 10 capsulas,DOXICICLINA 100 mg X 10 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.G.20.337,ME20337,DOXICICLINA 100 mg CAPSULAS X 10 capsulas,DOXICICLINA 100 mg X 10 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.21.021,ME21021,DOXIUM 500 mg CAPSULAS X 30 capsulas,DOXIUM 500 mg X 30 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.G.42.749,ME42749,DULOXETINA 60 mg TABLETAS GASTRORRESISTENTES X 28 capsulas,DULOXETINA 60 mg X 28 TABLETAS GASTRORRESISTENTES,TABLETAS,TABLETAS GASTRORRESISTENTES,limpio
E.F.32.615,ME32615/3,DUROVAL 50 mg TABLETAS RECUBIERTAS X 2 tabletas,DUROVAL 50 mg X 2 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.32.615,ME32615/2,DUROVAL 50 mg TABLETAS RECUBIERTAS X 1 tabletas,DUROVAL 50 mg X 1 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.32.615,ME32615/4,DUROVAL 50 mg TABLETAS RECUBIERTAS X 3 tabletas,DUROVAL 50 mg X 3 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.32.615,ME32615/5,DUROVAL 50 mg TABLETAS RECUBIERTAS X 10 recubierta,DUROVAL 50 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.44.389,ME44389/2,"TAMSULON DUO 0,5 mg - 0,4 mg CÁPSULAS DE LIBERACION PROLONGADA X 10 capsulas","TAMSULON DUO 0,5 mg - 0,4 mg X 10 CÁPSULAS DE LIBERACION PROLONGADA",CAPSULAS,CÁPSULAS DE LIBERACION PROLONGADA,limpio
E.F.44.389,ME44389/3,"TAMSULON DUO 0,5 mg - 0,4 mg CÁPSULAS DE LIBERACION PROLONGADA X 30 capsulas","TAMSULON DUO 0,5 mg - 0,4 mg X 30 CÁPSULAS DE LIBERACION PROLONGADA",CAPSULAS,CÁPSULAS DE LIBERACION PROLONGADA,limpio
E.F.11.176,ME11176,DUVADILAN 10 mg COMPRIMIDOS X 30 comprimidos,DUVADILAN 10 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.36.415,ME36415,EDAGAN 200 mg COMPRIMIDOS RECUBIERTOS X 30 comprimidos,EDAGAN 200 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.36.330,ME36330,EDAGAN 25 mg COMPRIMIDOS RECUBIERTOS X 30 comprimidos,EDAGAN 25 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.30.096,HO30096,EDEMID 10 mg / mL SOLUCION INYECTABLE X 5 solucion inyectable,EDEMID 10 mg / mL X 5 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.G.44.046,ME44046,EMPAGLIFLOZINA - LINAGLIPTINA 10 mg - 5 mg COMPRIMIDOS RECUBIERTOS X 30 tabletas,EMPAGLIFLOZINA - LINAGLIPTINA 10 mg - 5 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.44.045,ME44045,EMPAGLIFLOZINA - LINAGLIPTINA 25 mg - 5 mg COMPRIMIDOS RECUBIERTOS X 30 tabletas,EMPAGLIFLOZINA - LINAGLIPTINA 25 mg - 5 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.26.688,ME26688,ENALAPRIL MALEATO 10 mg COMPRIMIDOS RECUBIERTOS X 20 comprimidos,ENALAPRIL MALEATO 10 mg X 20 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.43.620,ME43620,LERCANIDIPINA CLORHIDRATO – ENALAPRIL MALEATO 10 mg – 20 mg COMPRIMIDOS RECUBIERTOS X 30 comprimidos,LERCANIDIPINA CLORHIDRATO – ENALAPRIL MALEATO 10 mg – 20 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.43.619,ME43619,LERCANIDIPINA CLORHIDRATO - ENALAPRIL MALEATO 10 mg - 10 mg COMPRIMIDOS RECUBIERTOS X 30 tabletas,LERCANIDIPINA CLORHIDRATO - ENALAPRIL MALEATO 10 mg - 10 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.34.887,ME34887,ENALAPRIL MALEATO 10 mg TABLETAS X 30 tabletas,ENALAPRIL MALEATO 10 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.26.416,ME26416/2,ENALAPRIL 20 mg TABLETAS X 20 tabletas,ENALAPRIL 20 mg X 20 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.26.416,ME26416/3,ENALAPRIL 20 mg TABLETAS X 30 tabletas,ENALAPRIL 20 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.34.824,ME34824,ENALAPRIL MALEATO 20 mg TABLETAS X 30 tabletas,ENALAPRIL MALEATO 20 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
