ef,mol_inhrr,mol_cima,score
E.F.40.734,ACIDO TRANEXAMICO,Tranexamico Acido,1.0
E.F.40.735,TIGECICLINA,Tigeciclina,1.0
E.F.40.742,FEXOFENADINA,Fexofenadina,1.0
E.F.40.754,PANTOPRAZOL,Pantoprazol,1.0
E.F.40.764,IRBESARTAN,Irbesartan,1.0
E.F.40.770,DEXAMETASONA FOSFATO SÓDICO,Dexametasona,1.0
E.F.40.770,CIPROFLOXACINO,Ciprofloxacino,1.0
E.F.40.773,VANCOMICINA,Vancomicina,1.0
E.F.40.783,TADALAFILO,Tadalafilo,1.0
E.F.40.790,PROPIONATO DE CLOBETASOL,Clobetasol Propionato,1.0
E.F.40.804,CLOBETASOL,Clobetasol,1.0
E.F.40.814,BRIMONIDINA TARTRATO,Brimonidina,1.0
E.F.40.816,CLONAZEPAM,Clonazepam,1.0
E.F.40.818,CLONAZEPAM,Clonazepam,1.0
E.F.40.855,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.40.855,VALSARTAN,Valsartan,1.0
E.F.40.856,CAFEINA,Cafeina,1.0
E.F.40.856,IBUPROFENO,Ibuprofeno,1.0
E.F.40.857,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.40.857,VALSARTAN,Valsartan,1.0
E.F.40.861,METFORMINA,Metformina,1.0
E.F.40.870,RUXOLITINIB,Ruxolitinib,1.0
E.F.40.871,RUXOLITINIB,Ruxolitinib,1.0
E.F.40.885,ETOPOSIDO,Etoposido,1.0
E.F.40.898,TADALAFILO,Tadalafilo,1.0
E.F.40.899,ORLISTAT,Orlistat,1.0
E.F.40.902,CLOPIDOGREL,Clopidogrel,1.0
E.F.40.908,PAZOPANIB,Pazopanib,1.0
E.F.40.909,PAZOPANIB,Pazopanib,1.0
E.F.40.910,ROSUVASTATINA,Rosuvastatina,1.0
E.F.40.911,ROSUVASTATINA,Rosuvastatina,1.0
E.F.40.920,METOTREXATO,Metotrexato,1.0
E.F.40.927,TIOCOLCHICOSIDO,Tiocolchicosido,1.0
E.F.40.927,IBUPROFENO,Ibuprofeno,1.0
E.F.40.939,DEFLAZACORT,Deflazacort,1.0
E.F.40.957,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.40.978,OLOPATADINA,Olopatadina,1.0
E.F.40.988,ACIDO IBANDRONICO,Acido Ibandronico Sodio Monohidrato,1.0
E.F.41.001,BROMURO DE GLICOPIRRONIO,Glicopirronio Bromuro,1.0
E.F.41.002,AFATINIB,Afatinib,1.0
E.F.41.003,AFATINIB,Afatinib,1.0
E.F.41.004,AFATINIB,Afatinib,1.0
E.F.41.025,FERRIMANITOL OVOALBUMINA,Ferrimanitol Ovoalbumina,1.0
E.F.41.038,ESOMEPRAZOL MAGNESICO TRIHIDRATO,Esomeprazol Magnesico,1.0
E.F.41.039,ESOMEPRAZOL MAGNESICO TRIHIDRATO,Esomeprazol Magnesico,1.0
E.F.41.040,CAFEINA,Cafeina,1.0
E.F.41.040,IBUPROFENO,Ibuprofeno,1.0
E.F.41.043,TADALAFILO,Tadalafilo,1.0
E.F.41.052,PEROXIDO DE BENZOILO,Benzoilo Peroxido,1.0
E.F.41.057,ZOLPIDEM,Zolpidem,1.0
E.F.41.061,CANDESARTAN,Candesartan,1.0
E.F.41.064,TERBINAFINA,Terbinafina,1.0
E.F.41.071,TRIGLICERIDOS DE CADENA MEDIA,Trigliceridos Cadena Media,1.0
E.F.41.084,VALSARTAN,Valsartan,1.0
E.F.41.093,CLORFENIRAMINA,Clorfeniramina,1.0
E.F.41.093,ACETAMINOFEN,Acetaminofen,1.0
E.F.41.099,ETINILESTRADIOL,Etinilestradiol,1.0
E.F.41.099,DIENOGEST,Dienogest,1.0
E.F.41.100,ETINILESTRADIOL,Etinilestradiol,1.0
E.F.41.101,ACETAMINOFEN,Acetaminofen,1.0
E.F.41.117,CEFTRIAXONA,Ceftriaxona,1.0
E.F.41.118,PROPOFOL,Propofol,1.0
E.F.41.121,ACIDO TRANEXAMICO,Tranexamico Acido,1.0
E.F.41.124,BROMURO DE ROCURONIO,Rocuronio Bromuro,1.0
E.F.41.128,ACETAMINOFEN,Acetaminofen,1.0
E.F.41.129,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.41.132,CLORURO DE CETILPIRIDINIO,Cetilpiridinio Cloruro,1.0
E.F.41.132,BENCIDAMINA CLORHIDRATO,Bencidamina,1.0
E.F.41.133,CLORURO DE CETILPIRIDINIO,Cetilpiridinio Cloruro,1.0
E.F.41.133,BENCIDAMINA CLORHIDRATO,Bencidamina,1.0
E.F.41.134,CLORURO DE CETILPIRIDINIO,Cetilpiridinio Cloruro,1.0
E.F.41.134,BENCIDAMINA CLORHIDRATO,Bencidamina,1.0
E.F.41.141,PREGABALINA,Pregabalina,1.0
E.F.41.142,PREGABALINA,Pregabalina,1.0
E.F.41.147,BENCIDAMINA CLORHIDRATO,Bencidamina,1.0
E.F.41.156,TADALAFILO,Tadalafilo,1.0
E.F.41.157,TIMOLOL MALEATO,Timolol,1.0
E.F.41.157,DORZOLAMIDA CLORHIDRATO,Dorzolamida,1.0
E.F.41.157,BRIMONIDINA TARTRATO,Brimonidina,1.0
E.F.41.169,ACETAMINOFEN,Acetaminofen,1.0
E.F.41.178,ACIDO IBANDRONICO,Acido Ibandronico Sodio Monohidrato,1.0
E.F.41.203,ETINILESTRADIOL,Etinilestradiol,1.0
E.F.41.203,DROSPIRENONA,Drospirenona,1.0
E.F.41.209,LEVOCETIRIZINA,Levocetirizina,1.0
E.F.41.210,MONTELUKAST,Montelukast,1.0
E.F.41.242,ALOPURINOL,Alopurinol,1.0
E.F.41.247,COLESTIRAMINA,Colestiramina,1.0
E.F.41.251,VANCOMICINA,Vancomicina,1.0
E.F.41.258,MEROPENEM,Meropenem,1.0
E.F.41.272,CANDESARTAN,Candesartan,1.0
E.F.41.273,CANDESARTAN CILEXETILO,Candesartan Cilexetilo,1.0
E.F.41.280,RIOCIGUAT,Riociguat,1.0
E.F.41.281,RIOCIGUAT,Riociguat,1.0
E.F.41.282,RIOCIGUAT,Riociguat,1.0
E.F.41.283,RIOCIGUAT,Riociguat,1.0
E.F.41.284,RIOCIGUAT,Riociguat,1.0
E.F.41.289,PREGABALINA,Pregabalina,1.0
E.F.41.297,MEROPENEM,Meropenem,1.0
E.F.41.302,BROMURO DE ROCURONIO,Rocuronio Bromuro,1.0
E.F.41.327,VALSARTAN,Valsartan,1.0
E.F.41.328,VALSARTAN,Valsartan,1.0
E.F.41.329,VALSARTAN,Valsartan,1.0
E.F.41.338,PANTOPRAZOL,Pantoprazol,1.0
E.F.41.339,PANTOPRAZOL,Pantoprazol,1.0
E.F.41.345,TIOCOLCHICOSIDO,Tiocolchicosido,1.0
E.F.41.345,IBUPROFENO,Ibuprofeno,1.0
E.F.41.346,TIOCOLCHICOSIDO,Tiocolchicosido,1.0
E.F.41.346,IBUPROFENO,Ibuprofeno,1.0
E.F.41.351,TIMOLOL MALEATO,Timolol,1.0
E.F.41.351,LATANOPROST,Latanoprost,1.0
E.F.41.358,PREDNISOLONA,Prednisolona,1.0
E.F.41.359,FEXOFENADINA CLORHIDRATO,Fexofenadina,1.0
E.F.41.363,VISMODEGIB,Vismodegib,1.0
E.F.41.392,TIOCOLCHICOSIDO,Tiocolchicosido,1.0
E.F.41.392,IBUPROFENO,Ibuprofeno,1.0
E.F.41.400,OLOPATADINA,Olopatadina,1.0
E.F.41.401,GLICOPIRRONIO,Glicopirronio,1.0
E.F.41.401,INDACATEROL,Indacaterol,1.0
E.F.41.404,KETOPROFENO,Ketoprofeno,1.0
E.F.41.411,CILASTATINA,Cilastatina,1.0
E.F.41.411,IMIPENEM,Imipenem,1.0
E.F.41.420,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.41.425,ESCITALOPRAM,Escitalopram,1.0
E.F.41.426,ESCITALOPRAM,Escitalopram,1.0
E.F.41.432,GLIMEPIRIDA,Glimepirida,1.0
E.F.41.432,METFORMINA,Metformina,1.0
E.F.41.446,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.41.446,LOSARTAN POTASICO,Losartan,1.0
E.F.41.466,ESOMEPRAZOL MAGNESICO TRIHIDRATO,Esomeprazol Magnesico,1.0
E.F.41.482,ETORICOXIB,Etoricoxib,1.0
E.F.41.483,ETORICOXIB,Etoricoxib,1.0
E.F.41.487,RIVAROXABAN,Rivaroxaban,1.0
E.F.41.488,RIVAROXABAN,Rivaroxaban,1.0
E.F.41.495,ROSUVASTATINA,Rosuvastatina,1.0
E.F.41.500,GLUTAMINA,Glutamina,1.0
E.F.41.502,CLORFENIRAMINA,Clorfeniramina,1.0
E.F.41.502,CODEINA,Codeina,1.0
E.F.41.503,IBUPROFENO,Ibuprofeno,1.0
E.F.41.513,CIANOCOBALAMINA,Cianocobalamina,1.0
E.F.41.513,HIERRO,Fumarato Hierro,1.0
E.F.41.520,CLOTRIMAZOL,Clotrimazol,1.0
E.F.41.522,CITICOLINA,Citicolina,1.0
E.F.41.526,VALSARTAN,Valsartan,1.0
E.F.41.526,AMLODIPINA,Amlodipino,0.9
E.F.41.527,CITICOLINA,Citicolina,1.0
E.F.41.549,MOMETASONA,Mometasona,1.0
E.F.41.551,CLORFENIRAMINA,Clorfeniramina,1.0
E.F.41.551,ACETAMINOFEN,Acetaminofen,1.0
E.F.41.577,DEXAMETASONA FOSFATO SÓDICO,Dexametasona,1.0
E.F.41.577,CIPROFLOXACINO,Ciprofloxacino,1.0
E.F.41.583,VITAMINA D3,Vitamina D3,1.0
E.F.41.595,CARBOXIMETILCELULOSA SODICA,Carboximetilcelulosa,1.0
E.F.41.613,FERRIMANITOL OVOALBUMINA,Ferrimanitol Ovoalbumina,1.0
E.F.41.629,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.41.629,VALSARTAN,Valsartan,1.0
E.F.41.640,PIPERACILINA,Piperacilina,1.0
E.F.41.645,ACETAMINOFEN,Acetaminofen,1.0
E.F.41.648,BETAHISTINA CLORHIDRATO,Betahistina,1.0
E.F.41.649,BETAHISTINA CLORHIDRATO,Betahistina,1.0
E.F.41.650,ACIDO FOLICO,Folico Acido,1.0
E.F.41.650,FERRIMANITOL OVOALBUMINA,Ferrimanitol Ovoalbumina,1.0
E.F.41.651,ACIDO FOLICO,Folico Acido,1.0
E.F.41.661,DICLOFENACO,Diclofenaco,1.0
E.F.41.662,DICLOFENACO,Diclofenaco,1.0
E.F.41.668,ACETAMINOFEN,Acetaminofen,1.0
E.F.41.670,SULFATO DE ZINC HEPTAHIDRATO,Zinc Sulfato Heptahidrato,1.0
E.F.41.670,DEXTROSA ANHIDRA,Dextrosa,1.0
E.F.41.670,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.41.670,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.41.671,SULFATO DE ZINC HEPTAHIDRATO,Zinc Sulfato Heptahidrato,1.0
E.F.41.671,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.41.671,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.41.675,CLORURO DE CETILPIRIDINIO,Cetilpiridinio Cloruro,1.0
E.F.41.675,BENCIDAMINA CLORHIDRATO,Bencidamina,1.0
E.F.41.676,BENCIDAMINA CLORHIDRATO,Bencidamina,1.0
E.F.41.677,CLORURO DE CETILPIRIDINIO,Cetilpiridinio Cloruro,1.0
E.F.41.677,BENCIDAMINA CLORHIDRATO,Bencidamina,1.0
E.F.41.681,IBUPROFENO,Ibuprofeno,1.0
E.F.41.686,FLUCONAZOL,Fluconazol,1.0
E.F.41.688,ALPRAZOLAM,Alprazolam,1.0
E.F.41.690,OLMESARTAN MEDOXOMILO,Olmesartan Medoxomilo,1.0
E.F.41.700,CLORFENIRAMINA,Clorfeniramina,1.0
E.F.41.700,FENILEFRINA,Fenilefrina,1.0
E.F.41.700,DEXTROMETORFANO,Dextrometorfano,1.0
E.F.41.700,ACETAMINOFEN,Acetaminofen,1.0
E.F.41.701,ACETAMINOFEN,Acetaminofen,1.0
E.F.41.701,FENILEFRINA,Fenilefrina,1.0
E.F.41.701,CLORFENIRAMINA,Clorfeniramina,1.0
E.F.41.701,DEXTROMETORFANO,Dextrometorfano,1.0
E.F.41.702,AMBROXOL CLORHIDRATO,Ambroxol,1.0
E.F.41.703,DOMPERIDONA,Domperidona,1.0
E.F.41.706,AMOXICILINA,Amoxicilina,1.0
E.F.41.709,BROMURO DE PINAVERIO,Pinaverio Bromuro,1.0
E.F.41.710,BROMURO DE PINAVERIO,Pinaverio Bromuro,1.0
E.F.41.719,SELENIO,Selenio,1.0
E.F.41.733,CELECOXIB,Celecoxib,1.0
E.F.41.754,ACETAMINOFEN,Acetaminofen,1.0
E.F.41.756,RIFAXIMINA,Rifaximina,1.0
E.F.41.759,CAFEINA,Cafeina,1.0
E.F.41.759,ACETAMINOFEN,Acetaminofen,1.0
E.F.41.775,MOXIFLOXACINO CLORHIDRATO,Moxifloxacino,1.0
E.F.41.779,ACETAMINOFEN,Acetaminofen,1.0
E.F.41.780,TADALAFILO,Tadalafilo,1.0
E.F.41.783,METFORMINA,Metformina,1.0
E.F.41.783,SITAGLIPTINA,Sitagliptina,1.0
E.F.41.784,METFORMINA,Metformina,1.0
E.F.41.784,SITAGLIPTINA,Sitagliptina,1.0
E.F.41.808,SITAGLIPTINA,Sitagliptina,1.0
E.F.41.808,METFORMINA,Metformina,1.0
E.F.41.809,METFORMINA,Metformina,1.0
E.F.41.809,SITAGLIPTINA,Sitagliptina,1.0
E.F.41.819,ACIDO TRANEXAMICO,Tranexamico Acido,1.0
E.F.41.823,LOSARTAN POTASICO,Losartan,1.0
E.F.41.826,DEXTROSA ANHIDRA,Dextrosa,1.0
E.F.41.826,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.41.830,PROGESTERONA,Progesterona,1.0
E.F.41.832,PROGESTERONA,Progesterona,1.0
E.F.41.845,ETINILESTRADIOL,Etinilestradiol,1.0
E.F.41.853,CLARITROMICINA,Claritromicina,1.0
E.F.41.860,PARICALCITOL,Paricalcitol,1.0
E.F.41.879,LINAGLIPTINA,Linagliptina,1.0
E.F.41.880,LINAGLIPTINA,Linagliptina,1.0
E.F.41.912,VALSARTAN,Valsartan,1.0
E.F.41.921,SACUBITRILO,Sacubitrilo,1.0
E.F.41.922,SACUBITRILO,Sacubitrilo,1.0
E.F.41.942,HESPERIDINA,Hesperidina,1.0
E.F.41.942,DIOSMINA,Diosmina,1.0
E.F.41.978,VORICONAZOL,Voriconazol,1.0
E.F.41.982,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.41.983,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.41.985,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.41.994,TADALAFILO,Tadalafilo,1.0
E.F.42.001,ACETAMINOFEN,Acetaminofen,1.0
E.F.42.001,CLORFENIRAMINA,Clorfeniramina,1.0
E.F.42.002,QUETIAPINA,Quetiapina,1.0
E.F.42.003,QUETIAPINA,Quetiapina,1.0
E.F.42.005,TICAGRELOR,Ticagrelor,1.0
E.F.42.009,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.42.010,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.42.010,OLMESARTAN MEDOXOMILO,Olmesartan Medoxomilo,1.0
E.F.42.012,QUETIAPINA,Quetiapina,1.0
E.F.42.025,APIXABAN,Apixaban,1.0
E.F.42.026,APIXABAN,Apixaban,1.0
E.F.42.037,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.42.037,DEXTROSA ANHIDRA,Dextrosa,1.0
E.F.42.073,PROGESTERONA,Progesterona,1.0
E.F.42.077,NEPAFENACO,Nepafenaco,1.0
E.F.42.084,CLONAZEPAM,Clonazepam,1.0
E.F.42.092,ACIDO FOLICO,Folico Acido,1.0
E.F.42.093,BIMATOPROST,Bimatoprost,1.0
E.F.42.097,CICLOSPORINA,Ciclosporina,1.0
E.F.42.098,CICLOSPORINA,Ciclosporina,1.0
E.F.42.099,CICLOSPORINA,Ciclosporina,1.0
E.F.42.104,ACETAMINOFEN,Acetaminofen,1.0
E.F.42.104,CLORFENIRAMINA,Clorfeniramina,1.0
E.F.42.104,CAFEINA,Cafeina,1.0
E.F.42.111,CLORFENIRAMINA,Clorfeniramina,1.0
E.F.42.124,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.42.126,KETOPROFENO,Ketoprofeno,1.0
E.F.42.127,LAMOTRIGINA,Lamotrigina,1.0
E.F.42.128,LAMOTRIGINA,Lamotrigina,1.0
E.F.42.130,CICLOSPORINA,Ciclosporina,1.0
E.F.42.141,ACETAMINOFEN,Acetaminofen,1.0
E.F.42.142,IRBESARTAN,Irbesartan,1.0
E.F.42.149,RIFAXIMINA,Rifaximina,1.0
E.F.42.151,SULBACTAM,Sulbactam,1.0
E.F.42.156,SITAGLIPTINA,Sitagliptina,1.0
E.F.42.159,BROMURO DE PIRIDOSTIGMINA,Piridostigmina Bromuro,1.0
E.F.42.160,CIANOCOBALAMINA,Cianocobalamina,1.0
E.F.42.160,TIAMINA,Tiamina,1.0
E.F.42.160,PIRIDOXINA,Piridoxina,1.0
E.F.42.164,DROSPIRENONA,Drospirenona,1.0
E.F.42.164,ETINILESTRADIOL,Etinilestradiol,1.0
E.F.42.168,DOXICICLINA MONOHIDRATO,Doxiciclina,1.0
E.F.42.182,KETOPROFENO,Ketoprofeno,1.0
E.F.42.183,PREGABALINA,Pregabalina,1.0
E.F.42.184,PREGABALINA,Pregabalina,1.0
E.F.42.185,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.42.186,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.42.186,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.42.188,KETOPROFENO,Ketoprofeno,1.0
E.F.42.194,ACETAMINOFEN,Acetaminofen,1.0
E.F.42.202,RIVAROXABAN,Rivaroxaban,1.0
E.F.42.224,CLORTALIDONA,Clortalidona,1.0
E.F.42.224,VALSARTAN,Valsartan,1.0
E.F.42.228,IOPAMIDOL,Iopamidol,1.0
E.F.42.229,IOPAMIDOL,Iopamidol,1.0
E.F.42.231,LEVOCETIRIZINA,Levocetirizina,1.0
E.F.42.232,CANDESARTAN CILEXETILO,Candesartan Cilexetilo,1.0
E.F.42.233,CANDESARTAN CILEXETILO,Candesartan Cilexetilo,1.0
E.F.42.233,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.42.234,CIPROFLOXACINO,Ciprofloxacino,1.0
E.F.42.237,TRIMEBUTINA,Trimebutina,1.0
E.F.42.238,CARBOCISTEINA,Carbocisteina,1.0
E.F.42.241,ABIRATERONA ACETATO,Abiraterona,1.0
E.F.42.242,VARDENAFIL,Vardenafilo,0.909
E.F.42.243,IBUPROFENO,Ibuprofeno,1.0
E.F.42.243,TIOCOLCHICOSIDO,Tiocolchicosido,1.0
E.F.42.245,AMBROXOL CLORHIDRATO,Ambroxol,1.0
E.F.42.245,LORATADINA,Loratadina,1.0
E.F.42.246,IRBESARTAN,Irbesartan,1.0
E.F.42.247,IRBESARTAN,Irbesartan,1.0
E.F.42.247,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.42.248,RIVAROXABAN,Rivaroxaban,1.0
E.F.42.249,RIVAROXABAN,Rivaroxaban,1.0
E.F.42.250,DROSPIRENONA,Drospirenona,1.0
E.F.42.250,ETINILESTRADIOL,Etinilestradiol,1.0
E.F.42.252,CIPROFLOXACINO CLORHIDRATO MONOHIDRATO,Ciprofloxacino,1.0
E.F.42.254,MUPIROCINA,Mupirocina,1.0
E.F.42.255,KETOCONAZOL,Ketoconazol,1.0
E.F.42.255,FOSFATO DE CLINDAMICINA,Clindamicina,1.0
E.F.42.256,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.42.257,VARDENAFIL,Vardenafilo,0.909
E.F.42.258,VALSARTAN,Valsartan,1.0
E.F.42.259,VALSARTAN,Valsartan,1.0
E.F.42.261,DICLOFENACO POTASICO,Diclofenaco,1.0
E.F.42.265,CIANOCOBALAMINA,Cianocobalamina,1.0
E.F.42.269,LIDOCAINA,Lidocaina,1.0
E.F.42.269,CIANOCOBALAMINA,Cianocobalamina,1.0
E.F.42.269,PIRIDOXINA,Piridoxina,1.0
E.F.42.269,TIAMINA,Tiamina,1.0
E.F.42.272,IRBESARTAN,Irbesartan,1.0
E.F.42.275,ACETAMINOFEN,Acetaminofen,1.0
E.F.42.276,SITAGLIPTINA,Sitagliptina,1.0
E.F.42.277,TIOCOLCHICOSIDO,Tiocolchicosido,1.0
E.F.42.278,ACIDO ZOLEDRONICO,Acido Zoledronico,1.0
E.F.42.280,QUETIAPINA,Quetiapina,1.0
E.F.42.283,NAPROXENO,Naproxeno,1.0
E.F.42.284,NAPROXENO,Naproxeno,1.0
E.F.42.285,FENILEFRINA,Fenilefrina,1.0
E.F.42.285,CLORFENIRAMINA,Clorfeniramina,1.0
E.F.42.285,ACETAMINOFEN,Acetaminofen,1.0
E.F.42.285,DEXTROMETORFANO,Dextrometorfano,1.0
E.F.42.286,CLORFENIRAMINA,Clorfeniramina,1.0
E.F.42.286,ACETAMINOFEN,Acetaminofen,1.0
E.F.42.286,DEXTROMETORFANO,Dextrometorfano,1.0
E.F.42.286,FENILEFRINA,Fenilefrina,1.0
E.F.42.288,SULFATO DE ATROPINA,Atropina,1.0
E.F.42.289,VALSARTAN,Valsartan,1.0
E.F.42.289,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.42.290,EPLERENONA,Eplerenona,1.0
E.F.42.291,EPLERENONA,Eplerenona,1.0
E.F.42.293,NEBIVOLOL CLORHIDRATO,Nebivolol,1.0
E.F.42.294,RIVAROXABAN,Rivaroxaban,1.0
E.F.42.295,ACETAMINOFEN,Acetaminofen,1.0
E.F.42.302,ACETAMINOFEN,Acetaminofen,1.0
E.F.42.302,TRAMADOL CLORHIDRATO,Tramadol,1.0
E.F.42.304,DARUNAVIR,Darunavir,1.0
E.F.42.305,ESOMEPRAZOL MAGNESICO TRIHIDRATO,Esomeprazol Magnesico,1.0
E.F.42.306,ESOMEPRAZOL MAGNESICO TRIHIDRATO,Esomeprazol Magnesico,1.0
E.F.42.308,ESOMEPRAZOL MAGNESICO TRIHIDRATO,Esomeprazol Magnesico,1.0
E.F.42.309,TRIMEBUTINA,Trimebutina,1.0
E.F.42.310,LEVODROPROPIZINA,Levodropropizina,1.0
E.F.42.312,ALPRAZOLAM,Alprazolam,1.0
E.F.42.313,LEVOCETIRIZINA,Levocetirizina,1.0
E.F.42.316,PEMETREXED,Pemetrexed,1.0
E.F.42.317,AMIKACINA,Amikacina,1.0
E.F.42.318,AMIKACINA,Amikacina,1.0
E.F.42.319,ACIDO FOLICO,Folico Acido,1.0
E.F.42.320,ACIDO FOLICO,Folico Acido,1.0
E.F.42.324,CLOTRIMAZOL,Clotrimazol,1.0
E.F.42.325,CLOPIDOGREL,Clopidogrel,1.0
E.F.42.326,DIFENHIDRAMINA,Difenhidramina,1.0
E.F.42.327,BORTEZOMIB,Bortezomib,1.0
E.F.42.328,ETORICOXIB,Etoricoxib,1.0
E.F.42.329,PALONOSETRON,Palonosetron,1.0
E.F.42.331,ACIDO FOLICO,Folico Acido,1.0
E.F.42.331,PIRIDOXINA,Piridoxina,1.0
E.F.42.332,KETOROLACO,Ketorolaco,1.0
E.F.42.333,CLARITROMICINA,Claritromicina,1.0
E.F.42.334,TRAMADOL CLORHIDRATO,Tramadol,1.0
E.F.42.335,AMIKACINA SULFATO,Amikacina,1.0
E.F.42.336,DEXKETOPROFENO,Dexketoprofeno,1.0
E.F.42.337,TERBINAFINA,Terbinafina,1.0
E.F.42.338,VALSARTAN,Valsartan,1.0
E.F.42.339,DUTASTERIDE,Dutasterida,0.909
E.F.42.341,ACETAMINOFEN,Acetaminofen,1.0
E.F.42.342,KETOROLACO,Ketorolaco,1.0
E.F.42.343,KETOROLACO,Ketorolaco,1.0
E.F.42.344,BETAHISTINA CLORHIDRATO,Betahistina,1.0
E.F.42.345,TERBINAFINA,Terbinafina,1.0
E.F.42.347,VALACICLOVIR,Valaciclovir,1.0
E.F.42.349,METFORMINA,Metformina,1.0
E.F.42.352,METRONIDAZOL,Metronidazol,1.0
E.F.42.353,DEXMEDETOMIDINA,Dexmedetomidina,1.0
E.F.42.354,ETINILESTRADIOL,Etinilestradiol,1.0
E.F.42.354,CIPROTERONA,Ciproterona,1.0
E.F.42.355,LEVOCETIRIZINA,Levocetirizina,1.0
E.F.42.356,DEXKETOPROFENO,Dexketoprofeno,1.0
E.F.42.360,RIFAXIMINA,Rifaximina,1.0
E.F.42.362,PANTOPRAZOL,Pantoprazol,1.0
E.F.42.363,CARBIDOPA,Carbidopa,1.0
E.F.42.363,LEVODOPA,Levodopa,1.0
E.F.42.364,DORZOLAMIDA CLORHIDRATO,Dorzolamida,1.0
E.F.42.364,BRIMONIDINA TARTRATO,Brimonidina,1.0
E.F.42.364,TIMOLOL MALEATO,Timolol,1.0
E.F.42.369,METRONIDAZOL,Metronidazol,1.0
E.F.42.371,VALSARTAN,Valsartan,1.0
E.F.42.371,CLORTALIDONA,Clortalidona,1.0
E.F.42.372,CLORTALIDONA,Clortalidona,1.0
E.F.42.372,VALSARTAN,Valsartan,1.0
E.F.42.373,CLORTALIDONA,Clortalidona,1.0
E.F.42.373,VALSARTAN,Valsartan,1.0
E.F.42.379,GENTAMICINA,Gentamicina,1.0
E.F.42.380,GENTAMICINA,Gentamicina,1.0
E.F.42.381,TIOCOLCHICOSIDO,Tiocolchicosido,1.0
E.F.42.384,TIAMINA,Tiamina,1.0
E.F.42.384,CIANOCOBALAMINA,Cianocobalamina,1.0
E.F.42.384,PIRIDOXINA,Piridoxina,1.0
E.F.42.391,ACETATO DE GLATIRAMER,Glatiramero,0.909
E.F.42.400,DIOSMINA,Diosmina,1.0
E.F.42.401,ACETAMINOFEN,Acetaminofen,1.0
E.F.42.414,ACETAMINOFEN,Acetaminofen,1.0
E.F.42.415,RIVAROXABAN,Rivaroxaban,1.0
E.F.42.416,RIVAROXABAN,Rivaroxaban,1.0
E.F.42.417,RIVAROXABAN,Rivaroxaban,1.0
E.F.42.425,DEFLAZACORT,Deflazacort,1.0
E.F.42.426,DEFLAZACORT,Deflazacort,1.0
E.F.42.431,IRINOTECAN,Irinotecan,1.0
E.F.42.432,ACETAMINOFEN,Acetaminofen,1.0
E.F.42.433,SALMETEROL,Salmeterol,1.0
E.F.42.433,FLUTICASONA,Fluticasona,1.0
E.F.42.434,SALMETEROL,Salmeterol,1.0
E.F.42.434,FLUTICASONA,Fluticasona,1.0
E.F.42.435,SALMETEROL,Salmeterol,1.0
E.F.42.435,FLUTICASONA,Fluticasona,1.0
E.F.42.436,CLARITROMICINA,Claritromicina,1.0
E.F.42.442,METRONIDAZOL,Metronidazol,1.0
E.F.42.443,FLUCONAZOL,Fluconazol,1.0
E.F.42.450,LIDOCAINA,Lidocaina,1.0
E.F.42.450,CIANOCOBALAMINA,Cianocobalamina,1.0
E.F.42.450,PIRIDOXINA,Piridoxina,1.0
E.F.42.450,TIAMINA,Tiamina,1.0
E.F.42.452,METFORMINA,Metformina,1.0
E.F.42.452,SITAGLIPTINA,Sitagliptina,1.0
E.F.42.453,ACETAMINOFEN,Acetaminofen,1.0
E.F.42.457,ACETAMINOFEN,Acetaminofen,1.0
E.F.42.462,TICAGRELOR,Ticagrelor,1.0
E.F.42.467,TAMSULOSINA,Tamsulosina,1.0
E.F.42.468,TADALAFILO,Tadalafilo,1.0
E.F.42.469,DESLORATADINA,Desloratadina,1.0
