proveedor,descripcion,costo,ef,estado,motivo
cobeca,PASIM PLUS SOL ORAL 2/100MG/ML 15ML MEG,6.49,E.F.43.239,matched,score=0.646
cobeca,PASIM SOL GTS 10MG/ML 15ML MEG,6.05,E.F.41.590,matched,score=0.649
cobeca,PASOLAX PVO SOL ORAL 100G MEY,6.95,,sin_match,score_bajo
cobeca,PASSATA D/TOMATE HEINZ 480G,2.96,,no_farmaco,
cobeca,PASSATA D/TOMATE OSOLE X 300G,1.29,,no_farmaco,
cobeca,PAST GALO LASAGNA PRECOCIDA X 200 G,1.56,,no_farmaco,
cobeca,PASTA AL AGUA 100G BIOF,5.16,,no_farmaco,
cobeca,PASTA AL AGUA 100G RECETT,4.95,,no_farmaco,
cobeca,PASTA AL AGUA OZONIZADA B5+ RECETT 100G,6.06,,no_farmaco,
cobeca,PASTA D/LASSAR X 30G,6.19,,no_farmaco,
cobeca,PASTA D/TOMATE HEINZ 210G,2.24,,no_farmaco,
cobeca,PASTA GALO ESPAGUETES 500G,0.99,,no_farmaco,
cobeca,PASTA GALO LINGUINE 500G,0.99,,no_farmaco,
cobeca,PASTA GALO PARAFUSO 500G,0.99,,no_farmaco,
cobeca,PASTA GALO PENA 500G,0.99,,no_farmaco,
cobeca,PASTA GALO TORTIGLIONE 500G,0.99,,no_farmaco,
cobeca,PASTA SINDONI PREMIUM PLUMA 1KG,2.05,,no_farmaco,
cobeca,PASTA SINDONI PREMIUM PLUMA 500MG,1.1,,no_farmaco,
cobeca,PASTA SINDONI VERMICELLI 500G,1.03,,no_farmaco,
cobeca,PASTA/DENT COLGATE T/ACCION 150ML,4.55,,sin_match,score_bajo
cobeca,PASTEZINC CICATRIZANTE 50G CHEM/S,6.6,,no_farmaco,
cobeca,PASTICHO SINDONI DIRECTO AL HORNO 250G,1.79,,no_farmaco,
cobeca,PASTILLA P/TANQUE PATO MARINA 40G X4,6.14,,no_farmaco,
cobeca,"PATADINE PLUS SOL OFT 0,2% 5ML DIEMA",13.08,,sin_match,sin_candidato
cobeca,"PATALON SOL OFT 0,1% 5ML CAPSUV",7.13,,sin_match,sin_candidato
cobeca,PATFLUX PVO LIOF SOL INY 40MG X1 ALESS,1.64,,sin_match,score_bajo
cobeca,PATO CLINICO BRIUTCARE,15.99,,no_farmaco,
cobeca,PATO CLINICO PLUSMEDIC PLASTICO,7.31,,no_farmaco,
cobeca,PATO DISCOS ACT BRISA D/MAR 12G X2,2.7,,no_farmaco,
cobeca,PATO DISCOS ACT BRISA D/MAR 36ML,5.4,,no_farmaco,
cobeca,PATO DISCOS ACT LIMA FRESC REP 36ML,4.64,,no_farmaco,
cobeca,PATO DISCOS ACT LIMA FRESCA 12G X2,2.7,,no_farmaco,
cobeca,PATO DISCOS ACT LIMA FRESCA 36ML,5.4,,no_farmaco,
cobeca,PATO IN TANK PACK 160G X4,6.14,,no_farmaco,
cobeca,PATO PASTILLA P/TANQUE REP X 40G,1.7,,no_farmaco,
cobeca,PATO PUR DISCO ACT BRISA D/MAR REP 36ML,4.64,,no_farmaco,
cobeca,PAXIL CR TAB 25MG X 30,32.6,E.F.34.116,matched,score=0.707
cobeca,"PAXIL CR TAB/LIB PRO 12,5MGX 30",26.86,,sin_match,score_bajo
cobeca,PEDIACORT SOL ORAL 3MG/ML 60ML L.O,15.5,E.F.41.358,matched,score=0.650
cobeca,PEDIALYTE 60MEQ UVA 500ML CR SUPP,6.09,,no_farmaco,
cobeca,PEGA BAMBARY LIQ 125ML X 1,2.1,,no_farmaco,
cobeca,PEGA BAMBARY LIQ 250ML X 1,3.68,,no_farmaco,
cobeca,PEGA BAMBARY LIQ 60ML X 1,1.05,,no_farmaco,
cobeca,PEGA BARRA 9G X2,1.59,,sin_match,sin_candidato
cobeca,PEGA BARRA SOLITA 15G,1.59,,sin_match,sin_candidato
cobeca,PEGA BARRA SOLITA 8G,1.04,,sin_match,sin_candidato
cobeca,PEGYT CAP 150MG X20 LETI,20.22,E.F.39.670,matched,score=0.700
cobeca,PEGYT CAP 25MG X30 LETI,11.71,E.F.43.568,matched,score=0.681
cobeca,PEGYT CAP 50MG X30 LETI,13.34,E.F.39.670,matched,score=0.681
cobeca,PEGYT CAP 75MG X20 LETI,11.76,E.F.39.669,matched,score=0.681
cobeca,PEINE HTBRUSH MANGO ACERO C/NAR X1,8.03,,no_farmaco,
cobeca,PEINE HTBRUSH MANGO ACERO X1,8.19,,no_farmaco,
cobeca,PEINE YOLO SACA PIOJOS PLAST X1,2.25,,no_farmaco,
cobeca,PEKAGRA GEL ORAL 100MG CEREZ SOB X1 FC,1.49,,sin_match,sin_candidato
cobeca,PENASTIM AMP IV 500MG/500MG X1 ALESS,10.6,,sin_match,score_bajo
cobeca,PENTAMAG CAP X60 ARC IRIS,11.43,,sin_match,sin_candidato
cobeca,PENTOXIFILINA AMP 100MG/5ML X5 KMP,9.86,E.F.G.38.517,matched,score=0.748
cobeca,PENTOXIFILINA TAB 400MG X30 CR CCM,14.94,E.F.G.27.020,matched,score=0.878
cobeca,PENTOXIFILINA TAB LP 400MG X30 CR MT,15.6,E.F.G.27.020,matched,score=0.878
cobeca,PENTOXIFILINA TAB/REC 400MG X 30 ANGELUS,13.53,,sin_match,score_bajo
cobeca,PEPITO 180G,2.43,,no_farmaco,
cobeca,PEPITO DISP 25G X12,7.08,,sin_match,sin_candidato
cobeca,PEPITO MUNDO MARINO DISP 25G X12,7.08,,sin_match,sin_candidato
cobeca,PEPITO ORIG 80G,1.14,,no_farmaco,
cobeca,PEPSADEL SUSP ORAL 120ML DISK,7.84,,sin_match,score_bajo
cobeca,PEPSADEL TAB MAST 262MG X12 DISK,7.84,,sin_match,score_bajo
cobeca,PEPTO-BISMOL SUSP ORAL 473ML FARMA,34.07,E.F.44.126,matched,score=0.661
cobeca,PERA D/OIDO BLESS,6.6,,no_farmaco,
cobeca,PERA RECTAL BLESS FAMILY CARE,6.1,,no_farmaco,
cobeca,PEREBRON JBE AD 120ML ELM,5.82,E.F.12.460,matched,score=0.669
cobeca,PEREBRON JBE AD MIEL/LIMON 120ML ELM,4.53,E.F.41.148,matched,score=0.718
cobeca,PEREBRON JBE PED 120ML ELM,4.08,,sin_match,score_bajo
cobeca,PEREBRON JBE PED MIEL/LIMON 120ML ELM,4.05,,sin_match,score_bajo
cobeca,PERICRANEAL PLUSMEDIC #21 X100,13.09,,no_farmaco,
cobeca,PERICRANEAL PLUSMEDIC #23 X100,13.09,,no_farmaco,
cobeca,PERICRANEAL PLUSMEDIC N19 X100,13.09,,no_farmaco,
cobeca,PERICRANEAL PLUSMEDIC N25 X100,14.99,,no_farmaco,
cobeca,PERIDONT REFORM SOL TOPICA BUC 350ML L.O,14.74,E.F.29.292,matched,score=0.617
cobeca,PERIDONT SOL TOPICA BUCAL 240ML L.O,12.55,E.F.29.292,matched,score=0.695
cobeca,PERMADOL TAB REC 600MG/4MG X10 ANG/H,4.7,,sin_match,sin_candidato
cobeca,PEROXIDO D/BENZOILO GEL 5% 30G HM,2.71,E.F.G.42.593,matched,score=0.672
cobeca,PEROXIDO D/BENZOILO GEL 5% 30G SGG,6.73,E.F.G.42.593,matched,score=0.672
cobeca,PERTEN AER SOL TOPICA 1% 30ML MEY,15.18,E.F.40.348,matched,score=0.625
cobeca,PERTEN CREM 1% 20G MEY,10.13,,sin_match,score_bajo
cobeca,PERTEN GEL TOPICO 1% 20G MEY,11.3,E.F.40.357,matched,score=0.625
cobeca,PERTEN SOL TOPICA 1% 30ML MEY,14.4,E.F.40.348,matched,score=0.625
cobeca,PERTEN TAB 250MG X20 MEY,21.96,E.F.41.064,matched,score=0.657
cobeca,PHARMAFET TAB LP 500MG X30 CR MT,11.04,,sin_match,sin_candidato
cobeca,PHARMAFET TAB LP 750MG X30 CR MT,14.66,,sin_match,sin_candidato
cobeca,PHARMORAT FORTE CAP BLD 100MG X20 LETI,19.49,,sin_match,score_bajo
cobeca,PIEMONTE COMP MAST 4MG X30 EURO,5.69,,sin_match,sin_candidato
cobeca,PIGRAL COMP 75MG X14 MEG,5.97,E.F.42.325,matched,score=0.736
cobeca,PILA ALCALINA TOSHIBA AA X2,2.9,,no_farmaco,
cobeca,PILA ALCALINA TOSHIBA AAA X2,2.9,,no_farmaco,
cobeca,PILAS ALCALINAS BLINDAC 23A BLIS X5,7.79,,no_farmaco,
cobeca,PILAS BLINDAC ALCALINA 9V X1,6.86,,no_farmaco,
cobeca,PILAS BLINDAC BOTON D/LITIO CR2025 X5,6.59,,no_farmaco,
cobeca,PILAS BLINDAC SUPER HEAVY DUTY AA X4,2.73,,no_farmaco,
cobeca,PILAS BLINDAC ULTRA ALCALINA AA X2,2.58,,no_farmaco,
cobeca,PILAS BLINDAC ULTRA ALCALINA AA X4,4.66,,no_farmaco,
cobeca,PILAS BLINDAC ULTRA ALCALINA AAA X2,2.58,,no_farmaco,
cobeca,PILAS ENERGIZER ALKALINA AA X2,2.58,,no_farmaco,
cobeca,PILAS ENERGIZER ALKALINA AA X4,4.49,,no_farmaco,
cobeca,PILAS ENERGIZER ALKALINA AAA X4,4.49,,no_farmaco,
cobeca,PILAS ENERGIZER MAX ALKALINA AAA X2,2.58,,no_farmaco,
cobeca,PILAS KODAK MAX  ALKALINE AA X2,1.49,,no_farmaco,
cobeca,PILAS KODAK MAX ALKALINE AAA X2,1.49,,no_farmaco,
cobeca,PILAS KODAK MAX LITHIUM CR2016 X2,1.69,,no_farmaco,
cobeca,PILAS KODAK MAX LITHIUM CR2032 X2,1.69,,no_farmaco,
cobeca,PILAS MAXELL ALCALINAS 9V X 1,5.83,,no_farmaco,
cobeca,PILAS MAXELL ALCALINAS AA X 2,2.09,,no_farmaco,
cobeca,PILAS MAXELL ALCALINAS AA X 4,3.75,,no_farmaco,
cobeca,PILAS MAXELL ALCALINAS AA X 4+2,4.65,,no_farmaco,
cobeca,PILAS MAXELL ALCALINAS AAA X 2,2.09,,no_farmaco,
cobeca,PILAS MAXELL ALCALINAS AAA X 4,3.75,,no_farmaco,
cobeca,PILAS MAXELL ALCALINAS AAA X 4+2,4.65,,no_farmaco,
cobeca,PILAS PHILIPS ALCALINA 23A X5,5.65,,no_farmaco,
cobeca,PILAS PHILIPS ALCALINA 27A X5,5.65,,no_farmaco,
cobeca,PILAS PHILIPS BOTON LITIO 2016 X5,4.61,,no_farmaco,
cobeca,PILAS PHILIPS BOTON LITIO 2025 X5,4.61,,no_farmaco,
cobeca,PILAS PHILIPS BOTON LITIO 2032 X5,4.61,,no_farmaco,
cobeca,PILAS PHILIPS POWER ALCALINA 9V,3.79,,no_farmaco,
cobeca,PILAS PHILIPS POWER ALCALINA AA X2,1.55,,no_farmaco,
cobeca,PILAS PHILIPS POWER ALCALINA AA X4+2,3.09,,no_farmaco,
cobeca,PILAS PHILIPS POWER ALCALINA AAA X2,1.55,,no_farmaco,
cobeca,PILAS PHILIPS POWER ALCALINA AAA X4+2,3.09,,no_farmaco,
cobeca,PILAS PHILIPS POWER ALCALINA C X2,3.79,,no_farmaco,
cobeca,PILAS PHILIPS POWER ALCALINA D X2,5.12,,no_farmaco,
cobeca,PILAS TIANQIU A23 ALCALINA X5,7.51,,no_farmaco,
cobeca,PILAS TOSHIBA ALCALINA 23A BP X5,14.46,,no_farmaco,
cobeca,PIMADOL TAB 10MG X 10,1.73,E.F.44.538,matched,score=0.633
cobeca,PIMATINA TAB/REC 200MG X30 CLEO,7.81,,sin_match,sin_candidato
cobeca,PIMENTON ESPAÑOL MC CORMICK 61G,3.92,,no_farmaco,
cobeca,PINAVERIUM TAB REC 100MG X20 CLX,10.92,E.F.G.37.698,matched,score=0.713
cobeca,PINAVIX 100 COMP REC 100MG X30 MEG,17.4,E.F.40.606,matched,score=0.662
cobeca,PINAVIX COMP REC 100MG X20 MEG,12.6,E.F.40.606,matched,score=0.662
cobeca,PINCEL D/CERDA PLANA 00 X16,7.35,,no_farmaco,
cobeca,PINCELES ESCOLARES SOLITA X5,6.12,,no_farmaco,
cobeca,PING PONG 30G DISP X16,17.76,,sin_match,sin_candidato
cobeca,PINTURA SOLITA AL FRIO AMARIL 60ML,1.56,,no_farmaco,
cobeca,PINTURA SOLITA AL FRIO BLAN 60ML,1.56,,no_farmaco,
cobeca,PINTURA SOLITA AL FRIO ROJ 60ML,1.56,,no_farmaco,
cobeca,PINTURA SOLITA AL FRIO ROSA 60ML,1.56,,no_farmaco,
cobeca,PINVEX SOL 10ML COFA,7.19,,sin_match,score_bajo
cobeca,PINZA UMBILICAL PLUSMEDIC X100,35.11,,no_farmaco,
cobeca,PIPERAZINA HEX JBE 500MG/5ML 120ML BIOQ,4.53,E.F.G.40.639,matched,score=0.867
cobeca,PIRA GINKGO BILOBA CAP X60 HERB,13.18,,sin_match,sin_candidato
cobeca,PIRA/GINKGO BILOBA CAP X 30 HERB,11.56,,sin_match,sin_candidato
cobeca,PIRACETAM TAB 400MG X30 CR MT,7.63,E.F.34.513,matched,score=0.782
cobeca,PIRACETAM TAB 800MG X30 CR MT,13.3,E.F.22.276,matched,score=0.782
cobeca,PIROXICAM CAP 20MG X10 PHARME,4.69,E.F.G.23.852,matched,score=0.859
cobeca,PIRULIN CHOCO DISP 16G X25,11.38,,sin_match,sin_candidato
cobeca,PIRULIN CHOCO ENVASE 155G,4.77,,no_farmaco,
cobeca,PIRULIN CHOCO ESTUCHE 120G,3.97,,no_farmaco,
cobeca,PIRULIN CHOCO LATA 300G,9.25,,no_farmaco,
cobeca,PIRULIN CHOCOLATE DISP X12 60G,23.88,,sin_match,score_bajo
cobeca,PIRULIN COCO ENVASE 155G,4.66,,no_farmaco,
cobeca,PIRULIN LIME DISPLAY 16G X12,5.45,,no_farmaco,
cobeca,PISTOLA D/SILIC BAMBARY 10W/120V PEQ,9.62,,no_farmaco,
cobeca,PITO CLINICO BRIUTCARE,17.34,,no_farmaco,
cobeca,PITO PLASTICO PLUSMEDIC,7.13,,no_farmaco,
cobeca,PITO SELVA URINAL X1,7.45,,no_farmaco,
cobeca,"PLAN B TAB 0,75MG X2 UNIPH",1.56,,sin_match,sin_candidato
cobeca,"PLANIFERT COMP REC 2MG/0,03MG X21 CR CCM",17.88,,sin_match,score_bajo
cobeca,PLAVIX TAB 75MG X14 CLX,22.3,E.F.30.588,matched,score=0.610
cobeca,PLEXAMIN JBE 120ML MEY,6.56,,sin_match,score_bajo
cobeca,PLIDAN COMPUESTO COM REC 10/125MGX20 MEG,22.86,,sin_match,score_bajo
cobeca,PLIDAN COMPUESTO COM/REC 125MG/10MG X 5,6.36,,sin_match,score_bajo
cobeca,PLIDAN COMPUESTO COMP 125MG X10 MEG,12.21,E.F.31.051,matched,score=0.750
cobeca,PLIDAN COMPUESTO INY 100MG/2ML X1 MEG,8.7,E.F.31.052,matched,score=0.730
cobeca,PLIDAN SOL GTS 10MG 20ML MEG,10.93,,sin_match,score_bajo
cobeca,PLUSGEL X 250ML,3.15,,no_farmaco,
cobeca,POENBIOTIC SUS OFT 0.3/0.1% X 5 ML,9.74,,sin_match,score_bajo
cobeca,POENKERAT SOL OFT  0.5% 5ML MEG,9.09,,sin_match,score_bajo
cobeca,POENTOBRAL GEL 5G MEG,19.91,,sin_match,score_bajo
cobeca,POENTOBRAL PLUS SOL OFT 5ML MEG,7.14,,sin_match,score_bajo
cobeca,POENTOBRAL SOL OFT 5ML MEG,6.99,,sin_match,score_bajo
cobeca,POLI OTICO GTS 5ML MEG,7.01,E.F.8.400,matched,score=0.695
cobeca,POLIAMIN SOL INY 10% 500ML BHR,48.36,,sin_match,score_bajo
cobeca,POLIFIX ADH CREM PROTESIS DENT 40G,8.39,,sin_match,sin_candidato
cobeca,PONEDEX GTAS OTICAS 5ML ZUZU,2.02,,no_farmaco,
cobeca,PORTA PASTILLA XPERIAN MEDICAL DIARIO X1,2.85,,no_farmaco,
cobeca,"PORTAMINAS FIESTA PENTEL 0,5MM AZUL X12",18.91,,no_farmaco,
cobeca,"PORTAMINAS FIESTA PENTEL 0,5MM NEGR X12",18.91,,no_farmaco,
cobeca,"PORTAMINAS FIESTAII PENTEL 0,5M NEGR X12",18.91,,no_farmaco,
cobeca,POST TRAT ALFAPART COL PROTECTION 300ML,5.75,,no_farmaco,
cobeca,POST TRAT ALFAPART HYDRA NUTRI 300ML,5.75,,no_farmaco,
cobeca,POST TRAT ALFAPART LISS XTREM 300ML,5.75,,no_farmaco,
cobeca,POST TRAT CAPIL ALFAPART BB CREAM300ML,5.75,,no_farmaco,
cobeca,POST TRAT CAPIL AMALFI T/ACC 1L,11.2,,no_farmaco,
cobeca,POST TRAT NK N/SODIUM 450ML,4.88,,no_farmaco,
cobeca,POST TRAT NK N/SODIUM 950ML,7.5,,no_farmaco,
cobeca,"POSTINOR COMP 0,75MG X2",10.36,E.F.30.697,matched,score=0.625
cobeca,POTASSIUM CITRATE CAP X 180 NOW,22.44,,sin_match,sin_candidato
cobeca,POTAX TAB LP 10MG X100 MEG,40.13,E.F.42.051,matched,score=0.603
cobeca,POWERZERO CAP X60 HERB,13.29,,sin_match,sin_candidato
cobeca,PRALINA CAP 75MG X14 BIOTECH,4.83,E.F.41.289,matched,score=0.792
cobeca,PRAXONA TAB X10 MEG,5.45,E.F.15.805,matched,score=0.792
cobeca,PRAXONA TAB X24 MEG,9.74,E.F.15.805,matched,score=0.792
cobeca,PRE TRAT ALFAPART BB CREAM 300ML,5.75,,no_farmaco,
cobeca,PRE TRAT ALFAPART COL PROTECTION 300ML,5.75,,no_farmaco,
cobeca,PRE TRAT ALFAPART HYDRA NUTRI 300ML,5.75,,no_farmaco,
cobeca,PRE TRAT ALFAPART LISS XTREM 300ML,5.75,,no_farmaco,
cobeca,PREBIOTIC OVUL CUMLAUDE LAB X10 MANCENT,33.59,,sin_match,sin_candidato
cobeca,PREDCORT JBE 3MG/5ML 60ML ZUZU,3.64,,sin_match,sin_candidato
cobeca,PREDNA SOL ORAL 15MG/5ML 60ML VARG,9.17,E.F.37.032,matched,score=0.717
cobeca,PREDNISOLONA SOL ORAL 3MG/ML 60ML DAC,5.62,E.F.44.096,matched,score=0.687
cobeca,PREDNISOLONA SUSP OFT 1% 5ML CR DIST,12.83,E.F.G.43.177,matched,score=0.696
cobeca,PREDNISOLONA SUSP/OFT 1% X 5ML OFTALMI,11.33,E.F.G.43.177,matched,score=0.612
cobeca,PREDNISOLONA TAB 5 MG X 10 KMPLUS,1.26,E.F.G.43.039,matched,score=0.827
cobeca,PREDNISOLONA TAB 5MG X10 BLUE/M,0.94,E.F.G.42.866,matched,score=0.891
cobeca,PREDNISOLONA TAB 5MG X30 ANG/H,3.96,E.F.G.43.039,matched,score=0.906
cobeca,PREDNISOLONA TAB 5MG X30 BLUE/M,3.04,E.F.G.42.866,matched,score=0.891
cobeca,PREDNISONA SUSP 5MG/5ML 60ML PORTU,3.47,,sin_match,score_bajo
cobeca,PREDNISONA TAB 50MG X10 CLX,6.61,E.F.G.27.150,matched,score=0.902
cobeca,PREDNISONA TAB 50MG X10 VLM,5.82,E.F.G.34.836,matched,score=0.902
cobeca,PREDNISONA TAB 5MG X10 CLX,2.21,E.F.G.12.419,matched,score=0.935
cobeca,PREDNISONA TAB 5MG X10 VLM,2.34,E.F.G.32.934,matched,score=0.935
cobeca,PREDNISONA TAB 5MG X100 CR DIST,22.57,E.F.G.12.419,matched,score=0.891
cobeca,PREDNISONA TAB 5MG X30 CLX,5.81,E.F.G.12.419,matched,score=0.935
cobeca,PREGABALINA CAP 150MG X30 ALESS,8,E.F.G.42.570,matched,score=0.713
cobeca,PREGABALINA CAP 150MG X30 PHARMA,4.37,E.F.G.42.570,matched,score=0.731
cobeca,PREGABALINA CAP 75MG X30 ALESS,4.97,E.F.44.579,matched,score=0.718
cobeca,PREGABALINA CAP 75MG X30 FMED,2.44,E.F.44.579,matched,score=0.885
cobeca,PREGABALINA CAP 75MG X30 PHARMA,2.7,E.F.44.579,matched,score=0.732
cobeca,PREGABALINA TAB 75MG X14 CR LATT,3.9,E.F.44.579,matched,score=0.777
cobeca,PREGATAN TAB 75MG X30 ZORIAK,7.88,,sin_match,score_bajo
cobeca,PRELIVAL CAP 150MG X20 VLM,10.99,E.F.41.141,matched,score=0.756
cobeca,PRELIVAL CAP 75MG X20 VLM,5.97,E.F.41.142,matched,score=0.736
cobeca,PRESERVATIVO MZONE ACANALADO X4,2.22,,no_farmaco,
cobeca,PRESERVATIVO MZONE ANATOMICO X4,2.22,,no_farmaco,
cobeca,PRESERVATIVO MZONE HOT X4,2.22,,no_farmaco,
cobeca,PRESERVATIVO MZONE NAT X4,2.22,,no_farmaco,
cobeca,PRESERVATIVO MZONE RETARDANTE X4,2.22,,no_farmaco,
cobeca,PRESERVATIVO MZONE S/LATEX X3,4.66,,no_farmaco,
cobeca,PRESERVATIVO MZONE SABORES X4,2.22,,no_farmaco,
cobeca,PRESERVATIVO MZONE TEXTURIZ X4,2.22,,no_farmaco,
cobeca,PRESERVATIVO MZONE ULTRSENSI X4,2.22,,no_farmaco,
cobeca,PRESERVATIVO SENSE CALOR/FRIO X3,3.51,,no_farmaco,
cobeca,PRESERVATIVO SENSE CLAS X3,3.51,,no_farmaco,
cobeca,PRESERVATIVO SENSE EXTRA GRANDE X 3,3.51,,no_farmaco,
cobeca,PRESERVATIVO SENSE LIB/LATEX X 3,11.55,,no_farmaco,
cobeca,PRESERVATIVO SENSE RETARDANTE X3,3.51,,no_farmaco,
cobeca,PRESERVATIVO SENSE TEXTURIZ X3,3.51,,no_farmaco,
cobeca,PRESERVATIVO SENSE ULTRDELG X3,3.51,,no_farmaco,
cobeca,PRESERVATIVOS PRUDENCE CARIBBEAN X5 DKT,5.3,,no_farmaco,
cobeca,PRESERVATIVOS PRUDENCE CLAS X3 DKT,3.12,,no_farmaco,
cobeca,PRESERVATIVOS PRUDENCE EXT/FUERTE X3 DKT,3.58,,no_farmaco,
cobeca,PRESERVATIVOS PRUDENCE NEON X3 2PACK DKT,7.17,,no_farmaco,
cobeca,PRESERVATIVOS PRUDENCE SAB/AR MIX X5 DKT,6.38,,no_farmaco,
cobeca,PRESERVATIVOS PRUDENCE SENS X3 2PACK DKT,7.17,,no_farmaco,
cobeca,PRESERVATIVOS SENSE ESPERMICIDA X3,3.51,,no_farmaco,
cobeca,PRESIDERM UNG 2% 15G MEG,7.01,E.F.36.047,matched,score=0.629
cobeca,"PREVEGINAT COMP REC 0,075MG X28 CR CCM",9.05,,sin_match,score_bajo
cobeca,PREVERAL C/CODEINA JBE 3/10/5 120ML VARG,5.99,E.F.14.671,matched,score=0.688
cobeca,PREVERAL C/DEXTRO JBE REFORM 120ML VARG,5.66,,sin_match,score_bajo
cobeca,PREVIR-EM  TAB 300MG/200MG X 30,32.17,,sin_match,sin_candidato
cobeca,PRIDE AER CUIDADO D/MUEBLES LIMON 360ML,6.16,,sin_match,score_bajo
cobeca,PROBIOCONZINC PVO 2B UFC SOB 1G X10,7.86,,sin_match,sin_candidato
cobeca,PROBIOLITOS SOB 1G FRESA X10 BIOF,7.74,,sin_match,score_bajo
cobeca,PROBIOTICO-10 CAP 25 BILLONES X 50,43.77,,sin_match,sin_candidato
cobeca,PROBIOTICS/PREM CAP 25B X60 PHARMAC,21.17,,sin_match,sin_candidato
cobeca,PROCILUS SOB 1G X10 MMF,16.18,,sin_match,sin_candidato
cobeca,PROCTOGEL CREM TOP C/APLIC 30G CCM,19,,sin_match,sin_candidato
cobeca,PROFLOX SUSP PED1G/5ML MENTA 200ML ANG/H,16.14,,sin_match,score_bajo
cobeca,PROGEST CAP BLD 200MG X30 ZUO,37.44,,sin_match,sin_candidato
cobeca,"PROLARDII SOB 1,3G X10 MMF",18.35,,sin_match,sin_candidato
cobeca,PROMEDINA JBE 120ML VARG,5.61,,sin_match,score_bajo
cobeca,PROPRANOLOL CLORH COM 40MG X 20 MILAB,2.97,E.F.G.39.191,matched,score=0.886
cobeca,PROPRANOLOL COMP 40MG X20 PLX,5.45,E.F.G.39.191,matched,score=0.938
cobeca,PROPRANOLOL TAB 10MG X20 BIOTECH,5.53,E.F.G.26.036,matched,score=0.902
cobeca,PROPRANOLOL TAB 40MG X20 BIOTECH,5.79,E.F.G.39.191,matched,score=0.938
cobeca,PROSILOD CAP 8MG X 30,15.28,,sin_match,sin_candidato
cobeca,PROSPAN JBE 100ML MEG,10.78,,sin_match,sin_candidato
cobeca,PROSTAPLANT CAP 500MG X30 HERB,10.78,,sin_match,sin_candidato
cobeca,PROSTAPLANT CAP 500MG X60 HERB,12.86,,sin_match,sin_candidato
cobeca,PROSTINAT CAP 300MG X60 NAT PREM,9.69,,sin_match,sin_candidato
cobeca,PROT D/CAMA SIEMPRE SECO X 20,9.83,,no_farmaco,
cobeca,PROT DIAR FRIENDS REGULAR S/P X60,2.55,,no_farmaco,
cobeca,PROT NOSOTRAS LACTANCIA X 12,1.29,,no_farmaco,
cobeca,PROT SOL BIOS MAXPRO GEL T/CLAROX 50ML,15.61,,sin_match,sin_candidato
cobeca,PROT SOL BIOS MAXPRO GEL T/MED X 50ML,15.01,,sin_match,sin_candidato
cobeca,PROT SOL DERNIER SPRAY ADU 200ML,8.03,,sin_match,sin_candidato
cobeca,PROT SOL NIVEA SUN SWI/PLAY FPS50+ 150ML,18.18,,sin_match,sin_candidato
cobeca,PROT SOL SKIN FORLLED FPS 25 60 G,8.58,,sin_match,sin_candidato
cobeca,PROT SOL SKIN FORLLED FPS 40 60 G,10.95,,sin_match,sin_candidato
cobeca,PROT SOL UMBRELLA CREM SPORT ACTIV X170G,42.73,,sin_match,sin_candidato
cobeca,PROT SOL UMBRELLA MUY RESIST/AGUA 170G,43.25,,sin_match,sin_candidato
cobeca,PROT SOLAR BIORGANIC CORP 50+ X 200G,6.27,,no_farmaco,
cobeca,PROT SOLAR BIORGANIC CORP BABY 50+ X200G,6.87,,no_farmaco,
cobeca,PROT SOLAR DERNIER C/COLOR T/DARK X 50G,7.6,,no_farmaco,
cobeca,PROT SOLAR DERNIER C/COLOR T/LIGHT X 50G,7.52,,no_farmaco,
cobeca,PROT SOLAR DERNIER CORP 50+ X 160G,7.84,,no_farmaco,
cobeca,PROT SOLAR DERNIER CORP 50+ X 75G,5.78,,no_farmaco,
cobeca,PROT SOLAR DERNIER GEL 50+ X 50G,7.24,,sin_match,sin_candidato
cobeca,PROT/DIARIO TENA DISCREET EX/LARGO X15,1.35,,no_farmaco,
cobeca,PROT/SOLAR DERNIER CREM SPF50 BABY X160G,8.38,,sin_match,sin_candidato
cobeca,PROT/SOLAR DERNIER CREM SPF50 BABY X50G,5.06,,sin_match,sin_candidato
cobeca,PROT/SOLAR DERNIER PVO SPF45 DARK 7G,9.51,,sin_match,sin_candidato
cobeca,PROT/SOLAR DERNIER PVO SPF45 LIGHT 7G,9.51,,sin_match,sin_candidato
cobeca,PROT/SOLAR DERNIER PVO SPF45 MEDIUM 7G,9.51,,sin_match,sin_candidato
cobeca,PROT/SOLAR DERNIER PVO SPF45 TRANSLUC 7G,9.51,,sin_match,sin_candidato
cobeca,"PROTEC LAB VASELINE THERAPY ALOE 4,8G",3.66,,no_farmaco,
cobeca,"PROTEC LAB VASELINE THERAPY COCOA 4,8G",3.66,,no_farmaco,
cobeca,PROTEC LABIAL GLIZIGEN 5ML,13.64,,no_farmaco,
cobeca,"PROTEC LABIAL NIVEA MED REPAIR 4,80G",3.5,,no_farmaco,
cobeca,"PROTEC LABIAL VASELINA THERAPY 4,8G",1.62,,no_farmaco,
cobeca,PROTEC SOL DERMOX HYDR SPF50 90ML,9.08,,sin_match,sin_candidato
cobeca,PROTEC SOL FACIAL DERMOX HYDR SPF60 50ML,9.08,,sin_match,sin_candidato
cobeca,PROTEC SOL LOREAL UV DEF FLUID FPS50 40G,29.51,,sin_match,sin_candidato
