proveedor,descripcion,costo,ef,estado,motivo
cobeca,"AGUA OXIG LAFARQUIM 3% VOL10 3,79L",6.63,,no_farmaco,
cobeca,AGUA OXIG STEPHANIE 6% VOL20 120ML,2.6,,no_farmaco,
cobeca,AGUA OXIG STEPHANIE 9% VOL30 120ML,2.6,,no_farmaco,
cobeca,AGUA OZONIZ OZONEPIU 120ML,5.25,,no_farmaco,
cobeca,AGUA OZONIZ OZONEPIU 400ML,10.54,,no_farmaco,
cobeca,AGUAS TERMALES DERNIER MOISES X195ML,9.8,,no_farmaco,
cobeca,AGUAS TERMALES DERNIER MUSUI X195ML,9.8,,no_farmaco,
cobeca,AGURIN COMP 1G X20 ADIUM,3.62,,sin_match,score_bajo
cobeca,"AIRCOF PLUS TAB MAST 5MG/2,5MG X30 COFA",5.66,,sin_match,score_bajo
cobeca,AIRCOF PLUS TAB REC 10MG/5MG X30 COFA,6.45,,sin_match,score_bajo
cobeca,AIRCOF TAB MAST 10MG X30 COFA,6.45,,sin_match,score_bajo
cobeca,AIRCOF TAB MAST 5MG X30 COFA,5.07,,sin_match,score_bajo
cobeca,"AIREX SOL NASAL 0,05% 15ML PHARME",5.62,E.F.20.628,matched,score=0.609
cobeca,AIRFEN GTS AD 15ML COFA,5.72,,sin_match,score_bajo
cobeca,AIRFEN GTS PED 15ML COFA,5.72,,sin_match,score_bajo
cobeca,AIRON DUO TAB REC 10MG/5MG L.O.,6.09,,sin_match,score_bajo
cobeca,AIRON TAB MAST 4MG X10 L.O,2.45,,sin_match,score_bajo
cobeca,AIRON TAB MAST 4MG X30 L.O,5.65,,sin_match,score_bajo
cobeca,AIRON TAB MAST PED 5MG X30 L.O,7.56,,sin_match,score_bajo
cobeca,AIRON TAB REC 10MG X30 L.O,10.37,,sin_match,score_bajo
cobeca,AJAX BICLORO 1L,5.25,,no_farmaco,
cobeca,AJO MCCORMICK HIERBAS 94G,3.66,,no_farmaco,
cobeca,AJO MCCORMICK MOLIDO 70G,3.66,,no_farmaco,
cobeca,AJO MCCORMICK PICADO 73G,3.66,,no_farmaco,
cobeca,AJO MCCORMICK ROSTIZADO 110G,3.66,,no_farmaco,
cobeca,AJOMIX MCCORMICK 90G,3.53,,no_farmaco,
cobeca,ALANTAMIDA PMDA 20G MEY,8.69,,no_farmaco,
cobeca,ALBAHACA MCCORMICK HOJAS 25G,2.73,,no_farmaco,
cobeca,ALBEDOX TAB 400MG X10 CR 2N,1.25,,sin_match,sin_candidato
cobeca,ALBEMER SUSP ORAL 400MG/10ML BOOZ,1.65,,sin_match,sin_candidato
cobeca,ALBENDAZOL 400MG TAB MAST X10 ZUZU,1.7,E.F.G.43.288,matched,score=0.739
cobeca,ALBENDAZOL SUSP 100MG/5ML 20ML PORTU,2.73,,sin_match,score_bajo
cobeca,ALBENDAZOL SUSP 10ML CR FAHD,2.27,E.F.G.27.081,matched,score=0.859
cobeca,ALBENDAZOL SUSP 400MG 20ML PHARME,5.9,E.F.G.27.081,matched,score=0.839
cobeca,ALBENDAZOL SUSP 400MG/ML 10ML PLX,3.9,E.F.G.27.081,matched,score=0.732
cobeca,ALBENDAZOL TAB 200MG X2 PHARME,1.38,E.F.G.40.605,matched,score=0.906
cobeca,ALBENDAZOL TAB 200MG X2 PLX,1.64,E.F.G.34.122,matched,score=0.922
cobeca,ALBENDAZOL TAB 200MG X6 PHARME,2.62,E.F.G.40.605,matched,score=0.906
cobeca,ALBENDAZOL TAB 200MG X6 PLX,3.68,E.F.G.34.122,matched,score=0.922
cobeca,ALBENDAZOL TAB MAST 200MG X6 CLX,2.36,E.F.G.35.827,matched,score=0.783
cobeca,ALBENDAZOL TAB MAST T/FRUTTI 200MGX2 CLX,1.18,,sin_match,score_bajo
cobeca,ALBICAR SUSP 400MG 10ML ELM,3.9,E.F.28.826,matched,score=0.700
cobeca,ALBICAR TAB 200MG X2 ELM,1.1,E.F.27.447,matched,score=0.739
cobeca,ALBICAR TAB 200MG X6 ELM,3.3,E.F.27.447,matched,score=0.739
cobeca,"ALBISEC CAP 666MG/133,33MG X12 VIV",13.31,,sin_match,score_bajo
cobeca,ALCACHOFA/CENT ASIAT CAP 350MG X60 HERB,12.58,,sin_match,sin_candidato
cobeca,ALCANFOR 10G LYA,1.73,,no_farmaco,
cobeca,ALCOHOL 70% 120ML LAFARQ,0.58,,no_farmaco,
cobeca,ALCOHOL 70% 1L LAFARQ,3.46,,no_farmaco,
cobeca,ALCOHOL 70% 240ML LAFARQ,1.03,,no_farmaco,
cobeca,"ALCOHOL 70% 3,79L LAFARQUIM",12.66,,no_farmaco,
cobeca,ALCOHOL 70% 500ML LAFARQ,1.81,,no_farmaco,
cobeca,ALCOHOL ABSOLUTO 120ML ALNA,1.21,,no_farmaco,
cobeca,ALCOHOL ABSOLUTO 120ML BIOF,3,,no_farmaco,
cobeca,ALCOHOL ABSOLUTO 120ML RECETT,2.96,,no_farmaco,
cobeca,ALCOHOL ABSOLUTO 240ML RECETT,4.69,,no_farmaco,
cobeca,ALCOHOL ABSOLUTO 500ML RECETT,7.18,,no_farmaco,
cobeca,ALCOHOL ABSOLUTO 96% 30ML LYA,1.84,,no_farmaco,
cobeca,ALCOHOL ABSOLUTO BIOF 240ML,4.73,,no_farmaco,
cobeca,ALCOHOL ABSOLUTO FRAMBUESA 60ML RECETT,3.03,,no_farmaco,
cobeca,ALCOHOL ABSOLUTO LIMON 60ML RECETT,3.03,,no_farmaco,
cobeca,ALCOHOL ABSOLUTO MANDA 60ML RECETT,3.03,,no_farmaco,
cobeca,ALCOHOL ANTISEPTICO ALNA 100ML,0.86,,no_farmaco,
cobeca,ALCOHOL ANTISEPTICO ALNA 120ML,0.99,,no_farmaco,
cobeca,ALCOHOL ANTISEPTICO ALNA 240ML,1.69,,no_farmaco,
cobeca,ALCOHOL ANTISEPTICO ALNA 500ML,2.9,,no_farmaco,
cobeca,ALCOHOL ANTISEPTICO ALNA 70% V/V 950ML,5.49,,no_farmaco,
cobeca,ALCOHOL ANTISEPTICO ALVA 70% 240ML,1.66,,no_farmaco,
cobeca,ALCOHOL ANTISEPTICO ALVA 70% 500ML,2.96,,no_farmaco,
cobeca,ALCOHOL BIOF ANTISEPTICO 70% V/V X 120ML,2.62,,no_farmaco,
cobeca,ALCOHOL ESSENZA FAMILY CARE 980ML F/COSM,6.73,,no_farmaco,
cobeca,ALCOHOL ISOPROPILICO ALVA 70% 120ML,0.99,,no_farmaco,
cobeca,ALCOHOL ISOPROPILICO ALVA 70% 1L,6.14,,no_farmaco,
cobeca,ALCOHOL ISOPROPILICO ALVA 70% 500ML,3.01,,no_farmaco,
cobeca,ALCOHOL SANOL 70% V/V X120ML,1.04,,no_farmaco,
cobeca,"ALCOHOL SANOL 70% X3,785L",20,,no_farmaco,
cobeca,ALCOHOL SPRAY 70 % 240ML CHEM/S,5.94,,no_farmaco,
cobeca,ALCOHOL SPRAY 70% 60ML VIN,4.19,,no_farmaco,
cobeca,ALCOHOL YODADO SPRAY BIOFARCO 120ML,4.66,,no_farmaco,
cobeca,ALCOHOL YODADO SPRAY BIOFARCO 60ML,3.86,,no_farmaco,
cobeca,ALENDRONATO SOD TAB 70MG X 4 ZUZU,4.21,E.F.G.32.131,matched,score=0.677
cobeca,ALENTIK TAB 70MG X 4,7.17,E.F.43.312,matched,score=0.724
cobeca,ALERGOT SOL OFT 0.05% 5ML L.O,13.21,,sin_match,score_bajo
cobeca,ALESPIRINA TAB ENT 81MG X30 ALESS,1.64,,sin_match,score_bajo
cobeca,"ALFADYN SOL OFT 0,20% 5ML L.O",16.73,,sin_match,score_bajo
cobeca,ALFOMBRA ABSORB BRUNI P/PERROS X10,6.91,,no_farmaco,
cobeca,"ALGIOL COMP 2,5MG X30 DLR",4.97,E.F.42.912,matched,score=0.844
cobeca,ALGIOL COMP 5MG X30 DLR,6.49,E.F.42.912,matched,score=0.844
cobeca,ALGIOL HCT COMP 5MG/6.25MG X 30,12.16,E.F.42.912,matched,score=0.781
cobeca,ALGODON ASEPTICO PLUSMEDIC 100G,4.24,,no_farmaco,
cobeca,ALGODON ASEPTICO PLUSMEDIC 10G,0.8,,no_farmaco,
cobeca,ALGODON ASEPTICO PLUSMEDIC 25G,1.44,,no_farmaco,
cobeca,ALGODON ASEPTICO PLUSMEDIC 50G,2.05,,no_farmaco,
cobeca,ALGODON GROSSMED NO ESTERIL ROLLO 500G,5.51,,no_farmaco,
cobeca,ALGODON GROSSMED ROLLO NO ESTERIL 50G,0.72,,no_farmaco,
cobeca,ALGODON HIDROF PLUSMEDICF ASEPTICO 500G,7.01,,no_farmaco,
cobeca,ALGODON HIDROFILO ALGOBAP 10G,0.58,,no_farmaco,
cobeca,ALGODON HIDROFILO ALGOBAP 25G,0.86,,no_farmaco,
cobeca,ALGOREN TAB 10MG X20 RNV,3.94,E.F.16.713,matched,score=0.797
cobeca,ALGOREN TAB 40MG X20 RNV,4.16,E.F.16.713,matched,score=0.672
cobeca,"ALILUB SOL OFT 1,4 % 15ML PHARME",7.12,,sin_match,score_bajo
cobeca,ALIM LACTEO NIDO FORTICRECE 400G,8.62,,no_farmaco,
cobeca,"ALIM P/GATO CAT CHOW CAR AD 1,5KG",16.71,,no_farmaco,
cobeca,"ALIM P/GATO CAT CHOW ESTER PESCADO 1,5KG",17.54,,no_farmaco,
cobeca,"ALIM P/GATO CAT CHOW HOGAR PREB 1,5KG",19.23,,no_farmaco,
cobeca,"ALIM P/GATO CAT CHOW PESC AD 1,5KG",16.71,,no_farmaco,
cobeca,ALIM P/GATO GATSY PESC/ARR/ESPIN 3KG,20.78,,no_farmaco,
cobeca,ALIM P/GATO GATSY POLLO/ZANAH/ESPIN 3KG,20.78,,no_farmaco,
cobeca,ALIM P/PERRO DOG CHOW ALT PROT AD 2KG,17.15,,no_farmaco,
cobeca,ALIM P/PERRO DOG CHOW CONTROL D/PESO 2KG,17.67,,no_farmaco,
cobeca,ALIM P/PERRO DOG CHOW GRAN COM CACH 2KG,18.41,,sin_match,sin_candidato
cobeca,ALIM P/PERRO DOG CHOW GRAN COMIENZO 4KG,31.25,,no_farmaco,
cobeca,ALIM P/PERRO DOG CHOW TRIP PROT 2KG,17.15,,no_farmaco,
cobeca,ALIM P/PERRO KNINA CAR/CER/ARR AD 4KG,17.29,,no_farmaco,
cobeca,ALIM P/PERRO KNINA CAR/CER/ARR CACH 4KG,18.92,,no_farmaco,
cobeca,ALIM P/PERRO KNINA POLLO/VEG AD 4KG,17.29,,no_farmaco,
cobeca,ALIMENTO LACTEO MAH +24M 400G,13.94,,no_farmaco,
cobeca,ALIMENTO PVO NIDO CRECIMIENTO 1+ 800G,19.82,,sin_match,score_bajo
cobeca,ALIPAL FORTE CAP 650/4/32MG D/N X12 BIOT,5.1,E.F.34.716,matched,score=0.625
cobeca,ALIVAX FORTE CAP BLD 650MG X10 VIV,3.23,,sin_match,score_bajo
cobeca,ALIVERIUM CAP BLD 100/300MG X10 VIN,9.09,,sin_match,score_bajo
cobeca,ALIVET COMP DIAX8/NOCHX4 LETI,9.76,,sin_match,score_bajo
cobeca,ALIVET FA COM/REC X 10,8.81,,sin_match,score_bajo
cobeca,"ALIVET JBE 125MG/0,5MG 120ML LETI",8.72,,sin_match,score_bajo
cobeca,ALIVET PLUS COMP 650/20/10/4MG X10 LETI,7.61,,sin_match,score_bajo
cobeca,ALIVET PLUS SOB 650/20/10/4MG X8 LETI,11.97,,sin_match,score_bajo
cobeca,ALIVET SOB GRANU LIMON 10G X1 LETI,9.85,,sin_match,score_bajo
cobeca,ALIVETNOC FORTE SOB GRANU X6 LETI,9.76,,sin_match,score_bajo
cobeca,ALL-DOVARI CREM 90G,5.5,,sin_match,sin_candidato
cobeca,ALLERFEX TAB REC 120MG X10 PHARME,7.1,,sin_match,sin_candidato
cobeca,ALLIXON JBE NAR 240ML LETI,6.92,,sin_match,sin_candidato
cobeca,ALMOHADILLA ALGOBAP X 100,1.81,,no_farmaco,
cobeca,ALMOHADILLA ALGOBAP X 60,1.09,,no_farmaco,
cobeca,ALMOHADILLA ALGOBAP X 80,1.49,,no_farmaco,
cobeca,ALOPURINOL TAB 100MG X30 ANG/H,4.68,E.F.G.44.004,matched,score=0.894
cobeca,"ALPRAM TAB 0,5 MG X30 VLM",4.53,E.F.33.170,matched,score=0.783
cobeca,ALPRAM TAB 1MG X30 VLM,6.35,E.F.33.214,matched,score=0.813
cobeca,ALPRAM TAB 2MG X30 VLM,8.56,E.F.33.171,matched,score=0.813
cobeca,"ALPRAZOLAM TAB 0,5MG X30 CLX",3.69,E.F.G.28.860,matched,score=0.935
cobeca,ALPRAZOLAM TAB 0.5MG X30,3.77,E.F.G.28.860,matched,score=0.932
cobeca,ALPRAZOLAM TAB 1MG X30,5.19,E.F.G.28.861,matched,score=0.932
cobeca,ALPRAZOLAM TAB 1MG X30 CLX,5.1,E.F.G.28.861,matched,score=0.935
cobeca,ALPRAZOLAM TAB 2MG X30,7.08,E.F.G.39.231,matched,score=0.932
cobeca,ALSART CAP 160MG X10 MEY,4,E.F.33.085,matched,score=0.878
cobeca,ALSART CAP 160MG X30 MEY,9.65,E.F.33.085,matched,score=0.878
cobeca,ALSART CAP 80MG X10 MEY,3.7,E.F.33.084,matched,score=0.859
cobeca,ALSART CAP 80MG X30 MEY,7.39,E.F.33.084,matched,score=0.859
cobeca,ALUMBRE 20G LYA,1.64,,no_farmaco,
cobeca,ALUMBRE EN PIEDRA 20G X15 FCH,22.6,,no_farmaco,
cobeca,ALUMBRE EN PIEDRA 25G X12 RECETT,19.95,,no_farmaco,
cobeca,ALUMBRE PVO 25G X12 RECETT,19.95,,sin_match,sin_candidato
cobeca,ALUMBRE PVO 25G X25 FCH,45.13,,sin_match,sin_candidato
cobeca,ALUMBRE PVO SOB 20G BIOF,1.29,,sin_match,sin_candidato
cobeca,ALURON COMP 300MG X20 RNV,7.07,E.F.41.242,matched,score=0.726
cobeca,ALURON TAB 100MG X30 RNV,5.09,E.F.16.002,matched,score=0.726
cobeca,AMANIRIS COMP C/ENT 81MG X 30,3.64,E.F.44.324,matched,score=0.630
cobeca,AMBIENT AER GLADE ABRAZOS D/VAIN 175G,20.64,,sin_match,sin_candidato
cobeca,AMBIENT AER GLADE ABRAZOS D/VAIN 360ML,3.96,,sin_match,sin_candidato
cobeca,AMBIENT AER GLADE FRES LEMON 360ML,3.96,,sin_match,sin_candidato
cobeca,AMBIENT AER GLADE LAVAND 235ML,3.44,,sin_match,sin_candidato
cobeca,AMBIENT AER GLADE LAVANDA 360ML,3.96,,sin_match,sin_candidato
cobeca,AMBIENT AER GLADE MANZ/CANE 235ML,3.44,,sin_match,sin_candidato
cobeca,AMBIENT AER GLADE MANZ/CANE 360ML,3.96,,sin_match,sin_candidato
cobeca,AMBIENT AER GLADE PARAISO AZUL 360ML,3.96,,sin_match,sin_candidato
cobeca,AMBIENT GLADE ABRAZOS D/VAIN AP/REP 21ML,8.28,,no_farmaco,
cobeca,AMBIENT GLADE AUTO SPORT ACQUA 7CM3,8.44,,no_farmaco,
cobeca,AMBROXOL JBE 30MG/5ML 120ML VIV,5.92,E.F.G.28.493,matched,score=0.816
cobeca,AMBROXOL JBE PED 15MG/120ML KIMIC,3.17,,sin_match,score_bajo
cobeca,AMBROXOL JBE PED 15MG/120ML PHARME,4.22,E.F.G.29.182,matched,score=0.731
cobeca,AMBROXOL SOL ORAL 30MG/5ML 120ML BIOQ,4.88,E.F.G.29.181,matched,score=0.898
cobeca,AMBROXOL/LORATAD JBE 30MG/5MG 120ML BIOQ,5.68,E.F.G.37.587,matched,score=0.821
cobeca,AMBROXOL/LORATAD JBE 30MG/5MG 60ML BIOQ,5.36,E.F.G.37.587,matched,score=0.829
cobeca,AMEDIN TAB 100MG X30 FC,20,,sin_match,sin_candidato
cobeca,AMIKACINA AMP 500MG X1 RNV,4.71,E.F.G.23.247,matched,score=0.878
cobeca,AMIKACINA AMP 500MG/2ML TAO,3.18,E.F.G.24.946,matched,score=0.904
cobeca,AMIKACINA AMP 500MG/2ML X1 ADN,3,E.F.G.24.946,matched,score=0.904
cobeca,AMIKACINA INY IM/IV 100MG/2ML X10 KMP,14.66,E.F.G.26.424,matched,score=0.658
cobeca,AMIKACIS CREM 5% 20G BOOZ,3.61,,sin_match,sin_candidato
cobeca,AMINOFUNI AMP 250MG/10ML X10 AMP UNIPH,12.57,,sin_match,sin_candidato
cobeca,AMIODARONA COMP 200MG X10 VLM,6.22,E.F.G.31.452,matched,score=0.922
cobeca,AMIODARONA TAB 200MG X10 BIOTECH,10.03,E.F.G.32.403,matched,score=0.922
cobeca,AMIODARONA TAB 200MG X10 KMP,3.9,E.F.G.31.452,matched,score=0.878
cobeca,AMIODARONATAB 200MG X10 FMED,1.3,,no_farmaco,
cobeca,AMLODIPINA COMP 10MG X30 LETI,4.72,E.F.G.30.206,matched,score=0.902
cobeca,AMLODIPINA COMP 10MG X60 DORO,7.49,E.F.G.30.206,matched,score=0.859
cobeca,AMLODIPINA COMP 5MG X30 LETI,5.14,E.F.G.38.145,matched,score=0.935
cobeca,AMLODIPINA TAB 10MG X10 CLX,1.13,E.F.G.32.016,matched,score=0.902
cobeca,AMLODIPINA TAB 10MG X10 PHARME,1.43,E.F.G.30.206,matched,score=0.859
cobeca,AMLODIPINA TAB 10MG X20 KIMIC,2.19,E.F.G.39.126,matched,score=0.740
cobeca,AMLODIPINA TAB 10MG X30 CLX,2.43,E.F.G.32.016,matched,score=0.902
cobeca,AMLODIPINA TAB 10MG X30 KIMIC,2.69,E.F.G.39.126,matched,score=0.740
cobeca,AMLODIPINA TAB 10MG X30 PHARME,3.58,E.F.G.30.206,matched,score=0.859
cobeca,AMLODIPINA TAB 5MG X10 CLX,1.32,E.F.G.28.705,matched,score=0.935
cobeca,AMLODIPINA TAB 5MG X10 PHARME,1.74,E.F.G.28.705,matched,score=0.891
cobeca,AMLODIPINA TAB 5MG X30 ALESS,1.27,E.F.G.31.230,matched,score=0.833
cobeca,AMLODIPINA TAB 5MG X30 CLX,2.29,E.F.G.28.705,matched,score=0.935
cobeca,AMLODIPINA TAB 5MG X30 KIMIC,2.47,E.F.G.31.230,matched,score=0.773
cobeca,AMLODIPINA TAB 5MG X30 PHARME,3.54,E.F.G.28.705,matched,score=0.891
cobeca,AMLODIPINA TAB 5MG X30 ZUZU,2.45,E.F.G.28.705,matched,score=0.891
cobeca,AMLODIPINA/VALSART TAB 5/160MG X30 ANG/H,13,E.F.G.40.038,matched,score=0.875
cobeca,AMLODIPINA/VALSART TAB REC5/160MGX10 BIU,4.42,E.F.G.40.038,matched,score=0.690
cobeca,AMOCLIN CAP 500MG X10 ZUZU,1.62,,sin_match,sin_candidato
cobeca,AMODET TAB 500MG/125MG X 14,11.52,,sin_match,sin_candidato
cobeca,AMOKLAVIN-BID PVO SUSP 400/57MG 70ML PLN,8.26,,sin_match,score_bajo
cobeca,AMOX/AC CLAV SUSP 250MG/62.5MG X60ML ANG,2.21,E.F.G.42.534,matched,score=0.627
cobeca,AMOXIC/AC CLAV COM/REC 875/125MGX14 LETI,25.04,,sin_match,score_bajo
cobeca,"AMOXIC/AC CLAV PVO/SUS 600MG/42,9MG DAC",7.71,,sin_match,score_bajo
cobeca,AMOXIC/CLAV PVO SUSP 400/57MG 70ML KIMIC,7.69,,sin_match,score_bajo
cobeca,AMOXICI/AC CLAV 400MG/57MG 70ML CLX,8.69,,no_farmaco,
cobeca,AMOXICI/AC CLAV TAB 875/125MG X14 ADN,11.73,E.F.44.341,matched,score=0.600
cobeca,AMOXICI/AC CLAV TAB 875/125MG X14 CLX,17.13,E.F.44.341,matched,score=0.600
cobeca,AMOXICI/AC CLAVUL TAB 875/125MG X14 GEAG,17.32,E.F.43.309,matched,score=0.640
cobeca,AMOXICILINA AMOXIPRA CAP 500MG X10 ADN,2.39,E.F.G.43.040,matched,score=0.777
cobeca,AMOXICILINA CAP 500MG X 10 DISTR,4,E.F.G.44.669,matched,score=0.756
cobeca,AMOXICILINA CAP 500MG X 12 GENCER,4.64,E.F.G.44.669,matched,score=0.775
cobeca,AMOXICILINA CAP 500MG X10 FMED,1.83,E.F.G.20.340,matched,score=0.878
cobeca,AMOXICILINA CAP 500MG X12 LETI,5.25,E.F.G.26.817,matched,score=0.922
cobeca,AMOXICILINA CAP 500MG X12 PHARME,4.79,E.F.G.20.340,matched,score=0.878
cobeca,AMOXICILINA CAP 500MG X6 PHARME,3.42,E.F.G.20.340,matched,score=0.878
cobeca,AMOXICILINA PVO PED 250MG/5ML 60ML CLX,5.18,E.F.G.35.002,matched,score=0.740
cobeca,AMOXICILINA SUS PED 250/5ML 100ML KMP,8.91,E.F.G.20.104,matched,score=0.696
cobeca,AMOXICILINA SUSP 125MG/5ML BIU,1.95,E.F.G.23.745,matched,score=0.800
cobeca,AMOXICILINA SUSP 250MG/5ML 60ML CR DIST,2.35,E.F.G.25.639,matched,score=0.711
cobeca,AMOXICILINA SUSP 250MG/5ML 60ML FMED,1.3,E.F.G.25.639,matched,score=0.711
cobeca,AMOXICILINA SUSP ORAL 250MG/ML 45ML VLM,3.57,E.F.G.23.745,matched,score=0.658
cobeca,AMOXICILINA/AC CLAV TAB 500/125MGX10 ADN,7.62,E.F.G.32.409,matched,score=0.774
cobeca,AMOXIDUO COMP 875MG X14 MEG,12.34,E.F.31.313,matched,score=0.712
cobeca,AMOXIDUO PVO SUSP 750MG 70ML MEG,11.56,,sin_match,score_bajo
cobeca,"AMOXIVAL AC PVO SUSP 250/62,5MG 60ML VLM",10.21,,sin_match,score_bajo
cobeca,AMOXIVAL AC PVO SUSP 400/57MG 60ML VLM,11.43,,sin_match,score_bajo
cobeca,AMOXIVAL CAP 500MG X12 VLM,5.38,E.F.21.824,matched,score=0.783
cobeca,AMOXIVAL PVO SUSP 750MG/5ML 70ML VLM,10.64,E.F.37.262,matched,score=0.616
cobeca,AMOXIVAL SUSP 250MG 90ML VLM,7.99,E.F.22.089,matched,score=0.619
cobeca,AMOXIVAL TAB REC 875MG X20 VLM,16.19,E.F.40.054,matched,score=0.662
cobeca,AMOXTIN SUSP ORAL 400MG/57MG 60ML ALESS,6.72,,sin_match,sin_candidato
cobeca,AMP CAPIL BRIZNA MIEL 10ML X10,14.88,,sin_match,sin_candidato
cobeca,AMP CAPIL SOLANO SABI 10ML X10,14.88,,sin_match,sin_candidato
cobeca,AMP GELLY A/CAIDA 10ML X10,14.88,,sin_match,sin_candidato
cobeca,AMP NK REPARAC INTEN 15ML X3,4.44,,sin_match,sin_candidato
cobeca,AMP NK SECADO PERFECTO 15ML X3,4.44,,sin_match,sin_candidato
cobeca,AMP NK THERAPY CONTROL CAIDA 15ML X3,4.44,,sin_match,sin_candidato
cobeca,AMP NK THERAPY PRO 15ML X3,4.44,,sin_match,sin_candidato
cobeca,AMP PASARELA A/CAIDA 10ML X4,5.41,,sin_match,sin_candidato
cobeca,AMP PASARELA MATIZADORA 10ML X4,5.41,,sin_match,sin_candidato
cobeca,AMP SLIK ANTICAIDA 10ML X25,17.74,,sin_match,sin_candidato
cobeca,AMP SLIK PLAC/OVEJO 10ML X25,17.74,,sin_match,sin_candidato
cobeca,AMP SOLANO KERAT/L CABRA 10ML X10,14.88,,sin_match,sin_candidato
cobeca,"AMPIBLUX PVO LIOF 1G/0,5G X1 BLUE/M",2.58,,sin_match,sin_candidato
cobeca,AMPICILINA SUSP 250MG 60ML PHARME,5.81,E.F.G.24.809,matched,score=0.757
cobeca,AMPICILINA SUSP PED 125/5ML 100ML KMP,4.29,E.F.G.24.809,matched,score=0.739
cobeca,AMPLIDER CAP 50MG X10 VIV,1.51,E.F.43.076,matched,score=0.797
cobeca,AMSARTIQUE TAB REC 160MG/10MG X30 PHARME,18.47,,sin_match,score_bajo
cobeca,AMSARTIQUE TAB REC 80MG/5MG X30 PHARME,13.16,,sin_match,score_bajo
cobeca,ANAFLEX TAB 250MG X10 CAPSUV,6.22,,sin_match,sin_candidato
cobeca,ANALPER FEM PLUS TAB 200/10MG X10 PHARME,7.68,E.F.35.424,matched,score=0.683
cobeca,ANALPER NAX CAP 250MG X10 PHARME,3.87,,sin_match,score_bajo
cobeca,ANALPER PLUS TAB 500MG X10 PHARME,5.39,E.F.35.424,matched,score=0.825
cobeca,ANALPER SOL ORAL 180MG/5ML 120ML PHARME,3.45,,sin_match,score_bajo
cobeca,ANANTY FORTE JBE PED 160MG/5ML 120ML PLX,3.25,,sin_match,score_bajo
cobeca,ANANTY FORTE SUSP 160MG/5ML 60ML PLX,2.01,E.F.40.477,matched,score=0.663
cobeca,ANANTY SUSP 120MG/5ML 120ML PLX,3.23,E.F.38.820,matched,score=0.661
cobeca,ANANTY TAB 650MG X 10,1.19,E.F.42.977,matched,score=0.680
cobeca,ANAPIR CAP BLD S/AZU 400MG X10 FC,3.14,,sin_match,score_bajo
cobeca,ANAPIR TAB 200MG X20 FC,3.57,,sin_match,score_bajo
cobeca,ANAPIRFLEX TAB 600MG/4MG X10 FC,5.03,E.F.44.118,matched,score=0.617
cobeca,"ANASMOL COMP 2,5MG X10 MEG",5.84,E.F.24.592,matched,score=0.698
cobeca,"ANASMOL COMP 2,5MG X30 MEG",8.05,E.F.24.592,matched,score=0.698
cobeca,ANASMOL COMP 5MG X30 MEG,13.12,E.F.24.592,matched,score=0.698
cobeca,ANASTROZOL COMP REC 1MG X30 DORO,25.86,E.F.G.42.609,matched,score=0.770
cobeca,ANASTROZOL TAB 1MG X30 CR MT,17.96,E.F.G.42.609,matched,score=0.932
cobeca,ANCITAM TAB 500MG X30 APF,8.44,,sin_match,sin_candidato
cobeca,ANDADERA C/RUEDAS NEXT STEP,46.79,,no_farmaco,
cobeca,ANDADERA RECIPROCAL DOVANT 2 EN 1,74.42,,no_farmaco,
cobeca,ANGIOFLUX CAP BLD 250LSU X25 LETI,69.22,,sin_match,score_bajo
cobeca,ANGRIP COMP DIA 500MG X8 MEG,5.26,E.F.31.329,matched,score=0.666
cobeca,ANGRIP COMP NOCH 500MG X4 MEG,2.99,E.F.31.329,matched,score=0.666
cobeca,ANGRIP FORTE COM/REC 650MG/20MG DIA X 10,4.68,,sin_match,score_bajo
cobeca,ANGRIP FORTE COM/REC 650MG/4MG NOCHE X 5,3.9,,sin_match,score_bajo
cobeca,ANGRIP FORTE COMP 650/4/2MG D/N X15 MEG,6.23,E.F.31.329,matched,score=0.717
cobeca,ANILLO VIBRADOR + PRESERVATIVO MZONE X2,4.66,,no_farmaco,
cobeca,ANILLO VIBRADOR PRUDENCE X1 DKT,16.68,,no_farmaco,
cobeca,ANILLO VIBRADOR SENSE,36.06,,no_farmaco,
cobeca,ANIS ESTRELLADO 5G X15 FCH,23.57,,no_farmaco,
cobeca,ANOMEX SUP X10 TIAR,11.18,,no_farmaco,
cobeca,"ANSILAN COMP 0,5MG X30 MEG",4.42,E.F.30.811,matched,score=0.722
cobeca,ANSILAN COMP 1MG X30 MEG,5.84,E.F.30.871,matched,score=0.722
cobeca,ANSILAN COMP 2MG X30 MEG,8.05,E.F.41.688,matched,score=0.722
cobeca,"ANTAAR TAB 2,5MG/6,25MG X30 CLX",8.74,E.F.43.410,matched,score=0.844
cobeca,ANTAAR TAB REC 10MG X30 CLX,10.53,,sin_match,score_bajo
cobeca,"ANTAAR TAB REC 2,5MG X10 CLX",2.68,E.F.43.410,matched,score=0.731
cobeca,"ANTAAR TAB REC 2,5MG X30 CLX",5.52,E.F.43.410,matched,score=0.731
cobeca,ANTAAR TAB REC 5MG X10 CLX,4.16,E.F.43.410,matched,score=0.731
cobeca,ANTAAR TAB REC 5MG X30 CLX,6.53,E.F.43.410,matched,score=0.731
cobeca,ANTAAR TAB/REC 1.25MG X 30,4.06,E.F.43.410,matched,score=0.663
