nombre,nombre_generico_en,sinonimos,descripcion,atc_codigo
Sacarato Hierro,Iron,,,
Saccharomyces Boulardii,Saccharomyces Boulardii,,,
Saccharomyces Boulardii Cncm I-745,Saccharomyces Cerevisiae Var. Boulardii Cncm I-1079,,,
Sacituzumab Govitecan,Sacituzumab Govitecan,,,
Sacubitrilo,Sacubitril,,,
Sacubitrilo Sodio,Sacubitril,,,
Sacubitrilo Trometamina,Sacubitril,,,
Safinamida,Safinamide,,,
Safinamida Mesilato,Safinamide,,,
Safinamida Metanosulfonato,Safinamide,,,
"Sal Tetrasodica Ac 33 Difosfono-1,2 Propdicarbox",Salicylic Acid 120 Mg/ml Topical Solution,,,
Salazopirina,,,,
Salazosulfapiridina,Sulfasalazine,,,
Salbutamol,Albuterol,,,
Salbutamol Sulfato,Albuterol Sulfate,,,
Salicilamida,Salicylamide,,,
Salicilato Dietilamina,,,,
Salicilato Metilo,Methyl 5-aminolevulinate,,,
Salicil-azo-sulfanilamidopiridina,,,,
Salicilazosulfapiridina,Sulfasalazine,,,
Salicilico Acido,Salicylic Acid,,,
Salmeterol,Salmeterol,,,
Salmeterol Xinafoato,Salmeterol Xinafoate,,,
"Salmonella Typhi Cepa Ty-21a,germenes Vivos",,,,
Salmonella Typhi Polisacarido Capsular Vi,,,,
Salvia,Salvia Miltiorrhiza Root Extract,,,
Salvia Officinalis,Sage Leaf Allergenic Extract,,,
Samario (153sm) Lexidronam,Samarium Sm 153 Lexidronam,,,
Sapropterina,Sapropterin,,,
Sapropterina Dihidrocloruro,Sapropterin,,,
Sapropterina Hidrocloruro,Sapropterin,,,
Saquinavir,Saquinavir,,,
Sarilumab,Sarilumab,,,
Satralizumab,Satralizumab,,,
Sauzgatillo,,,,
Saxagliptina,Saxagliptin,,,
Saxagliptina Hidrocloruro,Saxagliptin,,,
S-carboximetilcisteina,,,,
Sebelipasa Alfa,Sebelipase Alfa,,,
Secnidazol Anhidro,Secnidazole,,,
Secukinumab,Secukinumab,,,
Seladelpar,Seladelpar,,,
Seladelpar Lisina Dihidrato,Seladelpar,,,
Selegilina,Selegiline,,,
Selegilina Hidrocloruro,Selegiline,,,
Selenito Sodio Anhidro,Selenite,,,
Selenito Sodio Pentahidrato,Selenite,,,
Selexipag,Selexipag,,,
Selpercatinib,Selpercatinib,,,
Selumetinib Sulfato,Selumetinib,,,
Selvacovateina,,,,
Semaglutida,Semaglutide,,,
Senosidos A-b,"Sennosides, Usp",,,
Senosidos A-b Calcicos,"Sennosides, Usp",,,
Sepiapterina,Sepiapterin,,,
Serenoa Repens,Serenoa Repens Whole Extract,,,
Serenoa Repens Extracto Lipido Esterolico,Serenoa Repens Whole Extract,,,
Serenoa Repens Tintura Madre,Serenoa Repens Whole Extract,,,
Serenoa Serrulata,Saw Palmetto Fruit Extract,,,
Serina,Serine,,,
Seroalbumina Humana,"Thrombin, Human",,,
Serplulimab,,,,
Sertaconazol,Sertaconazole,,,
Sertaconazol Nitrato,Sertaconazole Nitrate,,,
Sertralina,Sertraline,,,
Sertralina Hidrocloruro,Sertraline,,,
Setmelanotida,Setmelanotide,,,
Sevelamero,Sevelamer,,,
Sevelamero Carbonato,Sevelamer,,,
Sevelamero Hidrocloruro,Sevelamer,,,
Sevoflurano,Sevoflurane,,,
Sideritis Angustifolia,Echinacea Angustifolia Extract,,,
Sideritis Angustifolia Sumidad Florida,Palo Verde Pollen Extract,,,
Sildenafilo,Sildenafil,,,
Sildenafilo Citrato,Sildenafil,,,
Silibina,Silybin,,,
Silibinina,,,,
Silibinina Succinato Sodio,,,,
Silicona,,,,
Silicona Antiespumante,,,,
Silicona Antiespumante Activada,,,,
Silimarina,Silymarin,,,
Silodosina,Silodosin,,,
Siltuximab,Siltuximab,,,
Silybum Marianum L.,Milk Thistle Extract,,,
"Silybum Marianum L. ,  Flavolignanos",Milk Thistle Extract,,,
Silybum Marianum L. Extracto Seco,Milk Thistle Extract,,,
Simeticona,Simethicone,,,
Simoctocog Alfa,Simoctocog Alfa,,,
Simvastatina,Simvastatin,,,
Sipavibart,,,,
Siponimod Acido Fumarico,,,,
Sitagliptina,Sitagliptin,,,
Sitagliptina Fosfato Monohidrato,Sitagliptin,,,
Sitagliptina Fumarato,,,,
Sitagliptina Hidrocloruro,Sitagliptin,,,
Sitagliptina Hidrocloruro Monohidrato,Sitagliptin,,,
Sitagliptina Malato,,,,
Sitagliptina Tartrato Hemihidrato,Sitagliptin,,,
S-lactato Sodio,,,,
S-lactico Acido,Lactic Acid,,,
Sodio Bicarbonato,Sodium Bicarbonate,,,
Sodio Carbonato,Ganciclovir Sodium,,,
Sodio Carbonato Anhidro,Ganciclovir Sodium,,,
Sodio Cromoglicato,Ganciclovir Sodium,,,
Sodio Dihidrogenofosfato,Ganciclovir Sodium,,,
Sodio Fosfato,Ganciclovir Sodium,,,
Sodio Hidrogeno Carbonato,Ganciclovir Sodium,,,
Sodio Hidrogenofosfato,Ganciclovir Sodium,,,
Sodio Molibdato,Ganciclovir Sodium,,,
Sodio Perborato,Ganciclovir Sodium,,,
Sodio Pirofosfato,Ganciclovir Sodium,,,
Sodio Sulfato,Ganciclovir Sodium,,,
Sodio Sulfato Anhidro,Ganciclovir Sodium,,,
Soja,Soybean Seed Oil,,,
"Soja, Aceite De, Refinado",Veneno De Abeja Aceite De Vibora,,,
Solidago Gigantea,,,,
Solidago Gigantea Extracto Seco,,,,
Solifenacina,Solifenacin,,,
Solifenacina Succinato,Solifenacin,,,
Solriamfetol,Solriamfetol,,,
Solriamfetol Hidrocloruro,Solriamfetol,,,
Somapacitan,Somapacitan,,,
Somatorelina,Somatorelin,,,
Somatorelina Acetato,Somatorelin,,,
Somatostatina,Somatostatin,,,
Somatostatina Acetato Monohidrato,Somatostatin,,,
Somatotropina,Somatropin,,,
Somatrogon,Somatrogon,,,
Somatropina,Somatropin,,,
Somatropina Recombinante,Somatropin,,,
Somatulina,Somatuline,,,
Sorafenib,Sorafenib,,,
Sorafenib Tosilato,Sorafenib,,,
Sotalol,Sotalol,,,
Sotalol Hidrocloruro,Sotalol,,,
Sotatercept,Sotatercept,,,
Sotorasib,Sotorasib,,,
Sotrovimab,Sotrovimab,,,
Spergularia Rubra,,,,
Spergularia Rubra Parte Aerea,"Echinacea, Aerial Parts",,,
Succinilcolina,Succinylcholine,,,
Succinildicolina,Succinylcholine,,,
Succinimida Hidroximetil,,,,
Sufentanilo,Sufentanil,,,
Sufentanilo Citrato,Sufentanil,,,
Sugammadex,Sugammadex,,,
Sugammadex Sodio,Sugammadex,,,
Sugemalimab,,,,
Sulbactam,Sulbactam,,,
Sulbactam Sodico,Sulbactam,,,
Sulbutiamina,Sulbutiamine,,,
Sulesomab,,,,
Sulfadiazina,Sulfadiazine,,,
Sulfadiazina Argentica,Sulfadiazine,,,
Sulfametiltiadiazol,Sulfamethizole,,,
Sulfametizol,Sulfamethizole,,,
Sulfametoxazol,Sulfamethoxazole,,,
Sulfametoxazol Sodico,Sulfamethoxazole,,,
Sulfanilamida,Sulfanilamide,,,
Sulfanilamidodiazina,Sulfathiazole,,,
Sulfapirimidina,Sulfadiazine,,,
Sulfasalazina,Sulfasalazine,,,
Sulfazina,,,,
Sulfobituminato Amonico,,,,
Sulfoguayacol,Potassium Guaiacolsulfonate,,,
Sulfoguayacolato Potasio,Potassium,,,
Sulodexida,,,,
Sulpirida,Sulpiride,,,
Sultiamo,Sulthiame,,,
Sumatriptan,Sumatriptan,,,
Sumatriptan Succinato,Sumatriptan Succinate,,,
Sunitinib Ciclamato,Sunitinib,,,
Sunitinib Malato,Sunitinib Malate,,,
Susoctocog Alfa,"Antihemophilic Factor, Porcine B-domain Truncated Recombinant",,,
Sutimlimab,Sutimlimab,,,
Suxametonio,Succinylcholine,,,
Suxametonio Cloruro,Calcium Chloride,,,
Suxametonio Cloruro Dihidrato,Calcium Chloride,,,
Tabelecleucel,,,,
Tacalcitol,Tacalcitol,,,
Tacalcitol Monohidrato,Tacalcitol,,,
Tacrolimus,Tacrolimus,,,
Tacrolimus Monohidrato,Tacrolimus Monohydrate,,,
Tadalafilo,Tadalafil,,,
Tafamidis,Tafamidis,,,
Tafamidis Meglumina,Tafamidis Meglumine,,,
Tafamidis Nicotinamida Cocristal,Tafamidis,,,
Tafasitamab,Tafasitamab,,,
Tafluprost,Tafluprost,,,
Tagraxofusp,Tagraxofusp,,,
Talazoparib,Talazoparib,,,
Talazoparib Tosilato,Talazoparib,,,
Talco,Talc,,,
Talidomida,Thalidomide,,,
Talimogen Laherparepvec,Talimogene Laherparepvec,,,
Talio 201,Talc,,,
Talio 201 Cloruro,Calcium Chloride,,,
Talquetamab,Talquetamab,,,
Tamoxifeno,Tamoxifen,,,
Tamoxifeno Citrato,Tamoxifen,,,
Tamsulosina,Tamsulosin,,,
Tamsulosina Hidrocloruro,Tamsulosin,,,
Tanico Acido,Tannic Acid,,,
Tanino,,,,
Tapentadol,Tapentadol,,,
Tapentadol Fosfato,Tapentadol,,,
Tapentadol Hidrocloruro,Tapentadol,,,
Tapentadol Maleato Hemihidrato,Tapentadol,,,
Taraxaco,Dandelion Extract,,,
Taraxacum Officinale F.h. Wigg,Dandelion Extract,,,
Taraxacum Officinale F.h. Wigg Extracto Seco,Taraxacum Officinale Leaf Extract,,,
Tardoak,,,,
Tarlatamab,Tarlatamab,,,
Tartarico Acido,Tartaric Acid,,,
Tasonermina,Tasonermin,,,
Taurina,Taurine,,,
Taurocolico Acido,Iocetamic Acid,,,
Taxol,,,,
Tazaroteno,Tazarotene,,,
Tazobactam,Tazobactam,,,
Tazobactam Sodico,Tazobactam,,,
Tebentafusp,Tebentafusp,,,
Teclistamab,Teclistamab,,,
Tecnecio 99 Mtc Tilmanocept,,,,
Tedizolid Fosfato,Tedizolid,,,
Teduglutida,Teduglutide,,,
Tegafur,Tegafur,,,
"Tegomil, Fumarato De",,,,
Teicoplanina,Teicoplanin,,,
Teina,Caffeine,,,
Telavancina,Telavancin,,,
Telmisartan,Telmisartan,,,
Telotristat,Telotristat,,,
Telotristat Etiprato,Telotristat Etiprate,,,
Temocilina,Temocillin,,,
Temoporfina,Temoporfin,,,
Temozolomida,Temozolomide,,,
Tenecteplasa,Tenecteplase,,,
Tenofovir Alafenamida,Tenofovir Alafenamide,,,
Tenofovir Alafenamida Fumarato,Tenofovir Alafenamide Fumarate,,,
Tenofovir Alafenamida Succinato,Tenofovir Alafenamide,,,
Tenofovir Disoproxilo Fosfato,Tenofovir Disoproxil,,,
Tenofovir Disoproxilo Fumarato,Tenofovir Disoproxil Fumarate,,,
Tenofovir Disoproxilo Maleato,,,,
Tenofovir Disoproxilo Succinato,Tenofovir Disoproxil Succinate,,,
Tenoxicam,Tenoxicam,,,
Tensioactivo Pulmonar Porcino,,,,
Teofilina,Theophylline,,,
Teofilina Anhidra,Theophylline,,,
Teplizumab,Teplizumab,,,
Tepotinib Hidrocloruro Monohidrato,Tepotinib,,,
Teprotumumab,Teprotumumab,,,
Terazosina,Terazosin,,,
Terazosina Hidrocloruro,Terazosin,,,
Terazosina Hidrocloruro Dihidrato,Terazosin,,,
Terbinafina,Terbinafine,,,
Terbinafina Hidrocloruro,Terbinafine,,,
Terbutalina,Terbutaline,,,
Terbutalina Sulfato,Terbutaline,,,
Teriflunomida,Teriflunomide,,,
Teriparatida,Teriparatide,,,
Terlipresina,Terlipressin,,,
Terlipresina Acetato,Terlipressin,,,
Testosterona,Testosterone,,,
Testosterona Cipionato,Testosterone,,,
Testosterona Propionato,Testosterone,,,
Testosterona Undecanoato,Testosterone Undecanoate,,,
(+)-tetrabenazina,Tetrabenazine,,,
Tetrabenazina,Tetrabenazine,,,
Tetracaina,Tetracaine,,,
Tetracaina Hidrocloruro,Tetracaine,,,
Tetraciclina,Tetracycline,,,
Tetraciclina Hidrocloruro,Tetracycline,,,
Tetracosactida,Cosyntropin,,,
Tetradecil Sulfato Sodio,Ganciclovir Sodium,,,
Tetrahidrozolina,Tetrahydrozoline,,,
"[tetrakis (2-metoxi-2-metilpropil-1-isocianuro) Cobre (i)], Tetrafluoroborato De",Tetrakis(1-isocyano-2-methoxy-2-methyl-propane)-copper(i) Tetrafluoroborate,,,
Tetrametiltiuramo Monosulfuro,Monosulfiram,,,
Tetrametiluramo Disulfuro,Sodium Metabisulfite,,,
Tetrizolina,Tetrahydrozoline,,,
Tetrizolina Hidrocloruro,Tetrahydrozoline,,,
Tetrofosmina,Tetrofosmin,,,
Tetrofosmina (bis)tetrafluoroborato,,,,
Tezacaftor,Tezacaftor,,,
Tezepelumab,Tezepelumab,,,
"Tfa Hynic-[d-phe1,tyr3-octreotida]",,,,
Thermobacterium Bulgaricus,Lactobacillus Delbrueckii Subsp. Bulgaricus,,,
Thymus Vulgaris,Thyme Oil,,,
Tiadipona,Tiadilon,,,
Tiagabina,Tiagabine,,,
Tiamazol,Methimazole,,,
Tiamina,Thiamine,,,
Tiamina Hidrocloruro,Thiamine,,,
Tiamina Nitrato,Thiamine,,,
Tiamina Pirofosfato,Thiamine,,,
Tianeptina,Tianeptine,,,
Tianeptina Sodica,Tianeptine,,,
Tiaprida,Tiapride,,,
Tibolona,Tibolone,,,
Ticagrelor,Ticagrelor,,,
Ticlopidina,Ticlopidine,,,
Ticlopidina Hidrocloruro,Ticlopidine,,,
Tigeciclina,Tigecycline,,,
Tila,,,,
Tila; Flor Tilo,,,,
Tildrakizumab,Tildrakizumab,,,
"Tilia Cordata Miller, Tilia Platyphyllos Scop., Tilia X Vulgaris Heyne, Flor",Linden Pollen Extract,,,
"Tilia Tomentosa Moench, Flor",Tilia Tomentosa Whole Extract,,,
Timerosal,Thimerosal,,,
Timico Acido,Iocetamic Acid,,,
Timolol Maleato,Timolol Maleate,,,
Tinidazol,Tinidazole,,,
Tinzaparina,Tinzaparin,,,
Tinzaparina Sodica,Tinzaparin,,,
Tioconazol,Tioconazole,,,
Tioctico Acido,Thioctic Acid,,,
Tioguanina,Thioguanine,,,
Tiomersal,Thimerosal,,,
Tiomersalato,Thimerosal,,,
Tiopental,Thiopental,,,
Tiopental Sodico,Thiopental,,,
Tiosulfato,Thiosulfate,,,
Tiosulfato Sodio,Ganciclovir Sodium,,,
Tiotepa,Thiotepa,,,
"Tiotropio, Bromuro De, Monohidrato",Ipratropium Bromide,,,
Tipiracilo,Tipiracil,,,
Tipranavir,Tipranavir,,,
Tiram,Thiram,,,
Tiratricol,Tiratricol,,,
Tirbanibulina,Tirbanibulin,,,
Tirofiban,Tirofiban,,,
Tirofiban Hidrocloruro,Tirofiban,,,
Tirosina,Tyrosine,,,
Tirotricina,Tyrothricin,,,
Tirotropina Alfa,Alglucosidase Alfa,,,
Tiroxina,Tirosint,,,
Tirzepatida,Tirzepatide,,,
Tisagenlecleucel,Tisagenlecleucel,,,
Tislelizumab,Tislelizumab,,,
Tisotumab,Tisotumab,,,
Tisotumab Vedotina,Tisotumab Vedotin,,,
Titanio,Titanium,,,
Titanio Oxido,Titanium Dioxide,,,
Tivozanib,Tivozanib,,,
Tivozanib Hidrocloruro Monohidrato,Tivozanib,,,
Tixagevimab,Tixagevimab,,,
Tixocortol Pivalato,Tixocortol Pivalate,,,
Tizanidina,Tizanidine,,,
Tizanidina Hidrocloruro,Tizanidine,,,
Tobramicina,Tobramycin,,,
Tobramicina Sulfato,Tobramycin,,,
Tocilizumab,Tocilizumab,,,
Tocofersolan,Tocophersolan,,,
Todo-alfa-tocoferol,Alglucosidase Alfa,,,
Todo-rac- Fitomenadiona,Dobutamine,,,
Todo-rac-alfa-tocoferilo Acetato De,Sodium Acetate,,,
Todo-rac-alfa-tocoferol,Dl-alpha Tocopheryl Acetate,,,
Tofacitinib,Tofacitinib,,,
Tofacitinib Citrato,Tofacitinib,,,
Tolcapona,Tolcapone,,,
Tolnaftato,Tolnaftate,,,
Tolterodina,Tolterodine,,,
Tolterodina Tartrato,Tolterodine,,,
Tolvaptan,Tolvaptan,,,
Tomillo Extracto Liquido,,,,
Tomillo Extracto Seco,Onion Extract,,,
"Tomillo, Extracto Seco (der 6-10 : 1) Disolvente De Extraccion: Etanol 70% (m/m)",,,,
Topiramato,Topiramate,,,
Topotecan,Topotecan,,,
Topotecan Hidrocloruro,Topotecan,,,
Torasemida,Torsemide,,,
Toremifeno Citrato,Toremifene,,,
Toripalimab,Toripalimab,,,
Toxina Botulinica Tipo A,Botulinum Toxin Type A,,,
Toxina Botulinica Tipo B,Botulinum Toxin Type B,,,
Toxina Colera Recombinante Subunidad B,Botulinum Toxin Type B,,,
Toxoide Tetanico,"Tetanus Toxoid Vaccine, Inactivated",,,
Tozinameran,"Sars-cov-2 (covid-19) Vaccine, Mrna-bnt162b2",,,
Trabectedina,Trabectedin,,,
Tralokinumab,Tralokinumab,,,
Tramadol,Tramadol,,,
Tramadol Hidrocloruro,Tramadol,,,
Tramazolina,Tramazoline,,,
Tramazolina Hidrocloruro,Tramazoline,,,
Trametinib,Trametinib,,,
Trametinib Dimetil Sulfoxido,Dimethyl Sulfoxide,,,
Trandolapril,Trandolapril,,,
Tranexamico Acido,Tranexamic Acid,,,
Tranilcipromina,Tranylcypromine,,,
Tranilcipromina Sulfato,Tranylcypromine,,,
Trastuzumab,Trastuzumab,,,
Trastuzumab Deruxtecan,Trastuzumab Deruxtecan,,,
Trastuzumab Emtansina,Ado-trastuzumab Emtansine,,,
Travoprost,Travoprost,,,
Trazodona,Trazodone,,,
Trazodona Hidrocloruro,Trazodone,,,
Tremelimumab,Tremelimumab,,,
Trementina Birectificada,,,,
Trementina Cedro,Cedrol,,,
Trementina De Venecia,,,,
Treonina,Threonine,,,
Treosulfano,Treosulfan,,,
Tretinoina,Tretinoin,,,
Triamcinolona,Triamcinolone,,,
Triamcinolona Acetonido,Triamcinolone,,,
Triamcinolona Diacetato,Triamcinolone,,,
Triamcinolona Hexacetonido,Triamcinolone,,,
Triamtereno,Triamterene,,,
Triazolam,Triazolam,,,
Triclorometildimetilcarbinol,,,,
Trientina,Trientine,,,
Trientina Dihidrocloruro,Trientine,,,
Trientina Tetrahidrocloruro,Trientine,,,
Trietanolamina,Triethanolamine,,,
Trifaroteno,Trifarotene,,,
Trifluridina,Trifluridine,,,
Triflusal,Triflusal,,,
Trigliceridos Cadena Media,Stellaria Media Extract,,,
Trigliceridos Omega-3,Omega-3 Fatty Acids,,,
Trihidroxietilrutina,,,,
Triiodotironina,Liothyronine,,,
Trimebutina,Trimebutine,,,
Trimebutina Maleato,Trimebutine Maleate Salt,,,
Trimeprazina,Trimeprazine,,,
Trimetazidina,Trimetazidine,,,
Trimetazidina Dihidrocloruro,Trimetazidine,,,
Trimetoprima,Trimethoprim,,,
Trimipramina,Trimipramine,,,
Trimipramina Maleato,Trimipramine Maleate,,,
Trinitrina,,,,
Trioxietilrutina,,,,
Trioxifenam,,,,
Tripelenamina,Tripelennamine,,,
Tripelenamina Hidrocloruro,Tripelennamine,,,
Triprolidina,Triprolidine,,,
Triprolidina Hidrocloruro,Triprolidine,,,
Triptofano,Tryptophan,,,
Triptorelina,Triptorelin,,,
Triptorelina Acetato,Triptorelin,,,
Triptorelina Pamoato,Triptorelin,,,
Trishidroximetilaminometano,,,,
Trolamina,Triethanolamine,,,
Trolamina Salicilato,Trolamine Salicylate,,,
Trombina,Thrombin,,,
Trombina Humana,"Thrombin, Human",,,
Trometamina,Tromethamine,,,
Trometamol,Tromethamine,,,
Tropicamida,Tropicamide,,,
Troxerutina,Troxerutin,,,
Tuberculina,Tuberculin,,,
Tucatinib,Tucatinib,,,
Tucatinib Hemi-etanolato,Tucatinib,,,
Turoctocog Alfa,Turoctocog Alfa,,,
Turoctocog Alfa Pegol,,,,
Ublituximab,Ublituximab,,,
Ulipristal,Ulipristal,,,
Ulipristal Acetato,Ulipristal Acetate,,,
Upadacitinib,Upadacitinib,,,
Upadacitinib Hemihidrato,Upadacitinib,,,
Urapidil,Urapidil,,,
Urea,Urea,,,
Urea Diazolidinil,Diazolidinylurea,,,
Urea Imidazolidinil,Imidurea,,,
Uridina,Uridine,,,
Urofolitropina,Urofollitropin,,,
Uroquinasa,Urokinase,,,
Ursodeoxicolico Acido,Ursodiol,,,
Urtica Sp,Urtica Urens Extract,,,
Usnico Acido,Usnic Acid,,,
Ustekinumab,Ustekinumab,,,
Uva Ursi,Bearberry Preparation,,,
Vaborbactam,Vaborbactam,,,
Vaccinium Macrocarpum,Vaccinium Macrocarpon Whole Extract,,,
Vacuna De Arnm Frente A Covid-19 (biontech/pfizer),"Sars-cov-2 (covid-19) Vaccine, Mrna-bnt162b2",,,
Vacuna De Arnm Frente A Covid-19 (moderna),,,,
Vacuna De Arnm Que Codifica La Proteina De La Espicula (s) Viral Del Sars-cov-2 (omicron Kp.2),"Sars-cov-2 (covid-19) Vaccine, Mrna-1273 Omicron (kp.2)",,,
Vacuna De Arnm Que Codifica La Proteina De La Espicula (s) Viral Del Sars-cov-2 (omicron Lp.8.1),"Sars-cov-2 (covid-19) Vaccine, Mrna-1273 Omicron (lp.8.1)",,,
Vacuna De Nanoparticulas De Proteina Recombinante De La Espicula De Sars-cov-2 Con Adyuvante Matrix-m1,,,,
"Vacuna De Proteina De Espicula Recombinante Prefusion, Delta Tm Frente A Covid-19 (sanofi Pasteur)",,,,
Vacuna De Proteina Recombinante De Heterodimeros Del Dominio De Union Al Receptor (rbd) Del Virus Sars-cov-2 Adyuvada (hipra),,,,
Vacuna De Proteina Recombinante De Homodimeros De Fusion Del Dominio De Union Al Receptor (rbd) De La Proteina De La Espicula (s) Del Virus Sars-cov-2 (cepa Omicron Xfg.1.1 – Xfg.1.1) Adyuvada,,,,
Vacuna De Proteina Recombinante De La Espicula De Sars-cov-2 (omicron Xbb.1.5)(novavax),"Sars-cov-2 (covid-19) Vaccine, Mrna-1273 Omicron (xbb.1.5)",,,
Vacuna De Proteina Recombinante De La Espicula Frente A Covid-19 (novavax),"Sars-cov-2 (covid-19) Vaccine, Protein Nvx-cov2373",,,
"Vacuna De Vector Vaccinia Ankara Modificado, Multivalente, Viva, Recombinante, No Replicativo En Celulas Humanas, Que Expresa Las Glicoproteinas (gp) De Los Virus Del Ebola Mayinga, Sudan Gulu, Marburgo Y Musoke Y Nucloproteina Del Virus Tai Forest",,,,
Vacuna Recombinante (ad26) Frente A Covid-19 (j&j/janssen),"Sars-cov-2 (covid-19) Vaccine, Vector - Ad26",,,
Vacuna Recombinante (chadox1-s) Frente A Covid-19 (astrazeneca),,,,
Vacuna (rsvpref) De Subunidad F Estabilizada En Prefusion Frente Al Virus Respiratorio Sincitial.,,,,
Vadadustat,Vadadustat,,,
Vainilla,Vanilla Bean Allergenic Extract,,,
Valaciclovir,Valacyclovir,,,
Valaciclovir  Hidrocloruro,Valacyclovir,,,
Valeriana,Valerian Root Extract,,,
Valeriana Extracto Hidroalcoholico Seco,Valerian Root Extract,,,
Valeriana Extracto Seco,Valerian Root Extract,,,
Valeriana Officinalis Tintura Madre,,,,
Valeriana Raiz,Valerian Root Extract,,,
Valeriana Rizoma,Valerian Root Extract,,,
Valganciclovir,Valganciclovir,,,
Valganciclovir Hidrocloruro,Valganciclovir,,,
Valina,Valine,,,
Valoctocogen Roxaparvovec,Valoctocogene Roxaparvovec,,,
Valproato Sodio,Ganciclovir Sodium,,,
Valproico Acido,Valproic Acid,,,
Valsartan,Valsartan,,,
Valsartan Disodio,Valsartan,,,
Valsartan Trometamina Potasio Dihidrato,Valsartan,,,
Vamorolona,Vamorolone,,,
Vancomicina,Vancomycin,,,
Vancomicina Hidrocloruro,Vancomycin,,,
Vandetanib,Vandetanib,,,
Vanilla Planifolia Fruto,Vanilla Planifolia Whole Extract,,,
Vanzacaftor Calcico Dihidrato,Vanzacaftor,,,
Vara De Oro Gigante,Oro Clense,,,
Vardenafilo,Vardenafil,,,
Vardenafilo Hidrocloruro,Vardenafil,,,
Vardenafilo Hidrocloruro Trihidrato,Vardenafil,,,
Vareniclina,Varenicline,,,
Vareniclina Citrato,Varenicline,,,
Vareniclina Tartrato,Varenicline,,,
Vaselina,Vaseline,,,
Vaselina Filante Blanca,Vaseline,,,
Vaselina Liquida,Vaseline,,,
Vector Adenovirus De Tipo 26 (ad26) Que Codifica La Glucoproteina (gp) De La Variante Mayinga De Zaire Ebolavirus,,,,
Vedolizumab,Vedolizumab,,,
Velaglucerasa Alfa,Velaglucerase Alfa,,,
Velmanasa Alfa,Velmanase Alfa,,,
Velpatasvir,Velpatasvir,,,
Vemurafenib,Vemurafenib,,,
Veneno De Abeja,Veneno De Abeja Aceite De Vibora,,,
Veneno De Apis Mellifera,Apis Mellifera Preparation,,,
Veneno De Avispa,Veneno De Abeja Aceite De Vibora,,,
Veneno De Vespula Spp,Veneno De Abeja Aceite De Vibora,,,
Venetoclax,Venetoclax,,,
Venlafaxina,Venlafaxine,,,
Venlafaxina  Hidrocloruro,Venlafaxine,,,
Verapamilo,Verapamil,,,
Verapamilo Hidrocloruro,Verapamil,,,
Verde Indocianina,Palo Verde Pollen Extract,,,
Verde Indocianina Sodico,Palo Verde Pollen Extract,,,
Vericiguat,Vericiguat,,,
Vernakalant,,,,
Vernakalant Hidrocloruro,,,,
Verteporfina,Verteporfin,,,
Vesiculas De La Membrana Externa (omv) De Neisseria Meningitidis Grupo B (cepa Nz98/254 Medidas Como La Cantidad Total De Proteina Que Contiene El Pora P1.4),,,,
Vestronidasa Alfa,Vestronidase Alfa,,,
Vibrio Cholerae  Cepa Cvd 103hgr,Vibrio Cholerae,,,
"Vibrio Cholerae O1 Inaba, Biotipo Clasico (inactivado Por Calor)",,,,
Vid Roja,,,,
Vigabatrina,Vigabatrin,,,
Vilanterol,Vilanterol,,,
Vilanterol Trifenatato,Vilanterol Trifenatate,,,
Vildagliptina,Vildagliptin,,,
Vimseltinib Dihidrato,,,,
Vinblastina,Vinblastine,,,
Vinblastina Sulfato,Vinblastine,,,
Vinburnina,Vinburnine,,,
Vincamina,Vincamine,,,
Vincristina,Vincristine,,,
Vincristina Sulfato,Vincristine,,,
Vindesina,Vindesine,,,
Vindesina Sulfato,Vindesine,,,
Vinflunina,,,,
Vinorelbina,Vinorelbine,,,
Vinorelbina Tartrato,Vinorelbine,,,
Vinpocetina,Vinpocetine,,,
Virus Canaripox Recombinante De La Rabia (vcp65),,,,
Virus Chikungunya De Proteinas De Particulas Seudovirales,,,,
"Virus Chikungunya, Vivo Atenuado Cepa Chikv Lr2006-opy1","Chikungunya Virus Antigen, Live Attenuated Lr2006 Opy1 Strain",,,
"Virus Chikungunya, Vivo Atenuado Cepa Delta5nsp3",,,,
Virus Encefalitis Japonesa Cepa Sa 14-2 Inactivada,"Japanese Encephalitis Virus Vaccine Nakayama-nih Strain, Inactivated",,,
Virus Fiebre Amarilla Cepa 17d,Yellow Fever Virus Strain 17d-204 Live Antigen,,,
Virus Fiebre Chikunguya Vivo Atenuado,,,,
Virus Gripe A H1n1 Atenuado,Influenza A Virus (h1n1) Antigen,,,
Virus Gripe A H1n1 Inactivado,Influenza A Virus (h1n1) Antigen,,,
Virus Gripe A H1n1 Inactivado Fraccionado,Influenza A Virus (h1n1) Antigen,,,
Virus Gripe A H1n1 Inactivado Hemaglutinina,Influenza A Virus (h1n1) Antigen,,,
Virus Gripe A H1n1 Recombinante Hemaglutinina,,,,
Virus Gripe A H3n2 Atenuado,Influenza A Virus (h3n2) Antigen,,,
Virus Gripe A H3n2 Inactivado,Influenza A Virus (h3n2) Antigen,,,
Virus Gripe A H3n2 Inactivado Fraccionado,Influenza A Virus (h3n2) Antigen,,,
Virus Gripe A H3n2 Inactivado Hemaglutinina,Influenza A Virus (h3n2) Antigen,,,
Virus Gripe A H3n2 Recombinante Hemaglutinina,,,,
Virus Gripe A H5n1 Inactivado,Influenza A Virus (h5n1) Antigen,,,
